criterion_id,criterion_title,criterion_class,required_artifact_refs,required_requirement_ids,required_task_refs,required_dependency_refs,required_risk_refs,required_conformance_refs,auto_check_rule,manual_review_rule,status,blocker_if_failed,notes,gate_impact,source_refs,waiver_ref
CRIT_PRIV_001,"Data-classification, disclosure, and security posture are frozen enough for implementation",privacy_security,"[""field_sensitivity_catalog.json"", ""audit_event_disclosure_matrix.csv"", ""security_control_matrix.csv""]",[],"[""seq_010"", ""seq_015""]",[],"[""HZ_WRONG_PATIENT_BINDING""]",[],"Field sensitivity, disclosure, and baseline security control matrices still exist and have non-empty rows.","If new PHI or sensitive event families are added in Phase 0, extend disclosure and redaction contracts before implementation ships them.",pass,No Phase 0 entry while privacy and disclosure boundaries are undefined.,"29 field sensitivity rows, 11 audit disclosure rows, and 14 security controls define minimum-necessary posture.",blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_RUNTIME_001,"Cloud, runtime, backend, and gateway baselines are chosen",runtime_baseline,"[""runtime_workload_families.json"", ""service_runtime_matrix.csv"", ""gateway_surface_matrix.csv""]","[""REQ-OBJ-lifecyclecoordinator"", ""REQ-INV-012"", ""GAP-FINDING-045"", ""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061""]","[""seq_011"", ""seq_013"", ""seq_014""]",[],"[""RISK_RUNTIME_001""]","[""PHASE_CONFORMANCE_ROW_PHASE_0""]","Runtime topology, backend runtime matrix, and gateway surface split remain published for the current baseline.","Do not allow cloud, service, or gateway changes to bypass the published workload-family and tenant-scope model.",pass,No Phase 0 entry while runtime topology or authoritative service split is unresolved.,"49 workload rows, 21 runtime components, and 22 gateway surfaces are frozen.",blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_RUNTIME_002,"Trust slices, watch tuples, recovery posture, and publication parity are foundational",runtime_baseline,"[""release_gate_matrix.csv"", ""runtime_workload_families.json"", ""master_risk_register.json"", ""cross_phase_conformance_seed.json""]","[""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061"", ""REQ-INV-053"", ""REQ-TEST-phase-9-the-assurance-ledger-md-132""]","[""seq_011"", ""seq_013"", ""seq_015"", ""seq_018""]","[""dep_release_publication_tuple_pipeline"", ""dep_restore_rehearsal_evidence""]","[""RISK_RUNTIME_001"", ""FINDING_095"", ""FINDING_118"", ""RISK_ASSURANCE_001""]","[""PHASE_CONFORMANCE_ROW_PHASE_0""]","Release gate matrix must still bind runtime publication, parity, continuity, and recovery posture as one tuple.","If a new surface or route enters scope, extend the tuple and proof chain rather than introducing a local watch surface.",pass,"No Phase 0 entry while publication parity, trust, or recovery posture are treated as later hardening.","6 release gates keep publication parity, continuity, and recovery posture in one ladder.",blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_FE_001,Shell scaffolding obeys persistent-shell and visibility law,frontend_baseline,"[""frontend_stack_scorecard.csv"", ""ui_contract_publication_matrix.csv"", ""playwright_coverage_matrix.csv"", ""audience_surface_inventory.csv""]","[""REQ-OBJ-persistentshell"", ""REQ-OBJ-audiencesurfaceruntimebinding"", ""REQ-INV-044"", ""REQ-INV-062"", ""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061""]","[""seq_004"", ""seq_014""]",[],"[""RISK_UI_001"", ""RISK_ASSURANCE_001""]",[],"Chosen frontend stack, publication bundle matrix, coverage matrix, and audience inventory must still expose same-shell and visibility markers.","Reject any Phase 0 shell task that introduces page silos, detached mini-shells, or route-local truth.",pass,No Phase 0 entry while shell scaffolding is still prototype freedom.,React + TypeScript + Vite + typed client router remains chosen with 12 browser coverage rows and published route markers.,blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_FE_002,"Design-contract publication is treated as a foundation contract, not a sidecar",frontend_baseline,"[""ui_contract_publication_matrix.csv"", ""release_gate_matrix.csv"", ""adr_index.json""]","[""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061""]","[""seq_014"", ""seq_015"", ""seq_016""]",[],"[""FINDING_118"", ""RISK_RUNTIME_001""]","[""PHASE_CONFORMANCE_ROW_PHASE_0""]","Design-contract publication members, route markers, and release-gate bundle requirements must remain part of the published runtime tuple.","Any token, marker, or state-semantics drift must fail publication rather than being carried by local snapshots.",pass,No Phase 0 entry while design-contract publication can drift outside runtime publication.,"8 bundle members keep token export, markers, and lint verdicts inside runtime publication.",blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_TOOL_001,"Release freeze, provenance, and verification ladder are foundational",tooling_baseline,"[""tooling_scorecard.csv"", ""release_gate_matrix.csv"", ""supply_chain_and_provenance_matrix.json""]","[""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061""]","[""seq_015""]","[""dep_hsm_signing_key_provisioning""]","[""GAP_015_HSM_SIGNING_KEY_PROVISIONING""]",[],"Tooling baseline and release gate matrix must remain published, with provenance and signing law encoded into the release ladder.","Before 0G exit or any release candidate freeze, bind the concrete HSM-backed signing-key path and publish the owning runbook.",review_required,No Phase 0 exit or release candidate promotion without signing-key authority bound.,"Tooling baseline is chosen, but the HSM-backed signing key remains an explicit provisioning seam carried forward from seq_015/seq_016.",warning,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_TOOL_002,"Operational evidence routing exists, but concrete alert destinations still need binding",tooling_baseline,"[""incident_and_alert_routing_matrix.csv"", ""tooling_scorecard.csv"", ""master_risk_register.json""]","[""REQ-INV-053"", ""REQ-TEST-phase-9-the-assurance-ledger-md-132""]","[""seq_015"", ""seq_018""]","[""dep_alert_destination_binding""]","[""GAP_015_ALERT_DESTINATION_BINDING""]",[],Alert-routing matrix and evidence-board tooling baseline exist for essential functions and incident families.,"Before 0G exit or live operational readiness claims, bind concrete tenant and owner destinations for the named alert routes.",review_required,No Phase 0 exit or operational-readiness claim without concrete alert destinations.,"Alert families and on-call routes are published, but the final tenant and service-owner binding remains intentionally open.",warning,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_RISK_001,Risk register and dependency watchlist are published with exact blocking posture,risk_posture,"[""master_risk_register.json"", ""dependency_watchlist.json"", ""programme_milestones.json""]",[],"[""seq_017"", ""seq_018""]","[""dep_nhs_login_rail"", ""dep_im1_pairing_programme"", ""dep_cross_org_secure_messaging_mesh""]","[""RISK_EXT_NHS_LOGIN_DELAY"", ""RISK_EXT_IM1_SCAL_DELAY"", ""RISK_EXT_COMMS_VENDOR_DELAY"", ""HZ_WRONG_PATIENT_BINDING"", ""HZ_TELEPHONY_EVIDENCE_INADEQUACY""]",[],Master risk register and dependency watchlist must still expose current blocking gate-impact rows for Phase 0.,Do not convert open blocking risks into narrative confidence; either close them or leave the gate withheld.,pass,No Phase 0 entry while the risk posture is implicit or blocker-free by omission.,60 risks and 26 dependency watch rows keep 5 external-readiness blocking risks explicit.,blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_TRACE_001,Requirement-to-task traceability is established before implementation,traceability,"[""coverage_summary.json"", ""requirement_task_traceability.csv""]",[],"[""seq_019""]",[],[],[],Coverage summary must keep current-baseline requirement gaps at zero and map the full canonical corpus to tasks.,"If new implementation tasks appear without trace rows, regenerate the map before allowing the gate to move.",pass,No Phase 0 entry while traceability is inferred from roadmap titles alone.,1453 requirements are grounded across 489 tasks with 0 current-baseline gaps.,blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_CONF_001,Phase 0 conformance seed names the exact control conflicts and required tuples,conformance,"[""cross_phase_conformance_seed.json"", ""summary_reconciliation_matrix.csv"", ""adr_index.json""]","[""REQ-OBJ-runtimepublicationbundle"", ""REQ-OBJ-designcontractpublicationbundle"", ""REQ-OBJ-designcontractlintverdict"", ""REQ-INV-059"", ""REQ-INV-061"", ""REQ-OBJ-routeintentbinding"", ""REQ-OBJ-commandactionrecord"", ""REQ-OBJ-commandsettlementrecord"", ""REQ-EDGE-ROUTE-INTENT-AND-SETTLEMENT"", ""REQ-INV-025"", ""REQ-INV-035"", ""REQ-INV-036"", ""REQ-INV-037""]","[""seq_002"", ""seq_016""]",[],"[""RISK_MUTATION_001"", ""RISK_RUNTIME_001"", ""RISK_STATE_001"", ""RISK_STATE_002"", ""RISK_STATE_003"", ""RISK_STATE_004"", ""RISK_STATE_005""]","[""PHASE_CONFORMANCE_ROW_PHASE_0"", ""CROSS_PHASE_CONFORMANCE_SCORECARD_CURRENT_BASELINE""]",Phase 0 conformance seed still aligns with recorded decisions and enumerates required runtime publication tuples and blocking conflicts.,"Treat the live PhaseConformanceRow as a later exit-proof artifact, but do not let the seed drift before implementation begins.",pass,No Phase 0 entry while conformance posture is narrative-only or missing tuple law.,Phase 0 seed row keeps 10 blocking conflicts and 5 required runtime publication tuples explicit.,blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
CRIT_CONF_002,Programme graph operationalizes internal Phase 0 gates instead of implying them,conformance,"[""programme_milestones.json"", ""merge_gate_matrix.csv"", ""critical_path_summary.json""]",[],"[""seq_017""]",[],"[""RISK_DEPENDENCY_HYGIENE_WATCHLIST_DRIFT""]","[""PHASE_CONFORMANCE_ROW_PHASE_0""]","Programme graph must continue to expose seven Phase 0 sub-phases, long-lead tracks, and the later parallel-open gate.",Keep new Phase 0 tasks bound to the named sub-phases; do not add unofficial side paths that bypass the gate map.,pass,No Phase 0 entry while internal gates are still prose-only.,7 sub-phases and 38 merge gates already exist; seq_020 turns the entry verdict into an evidence-backed decision.,blocking,"[""prompt/020.md"", ""prompt/shared_operating_contract_016_to_020.md"", ""blueprint/phase-cards.md#Card 1: Phase 0 - The Foundation Protocol"", ""blueprint/phase-0-the-foundation-protocol.md#0A. Delivery skeleton and repository architecture"", ""blueprint/phase-0-the-foundation-protocol.md#0B. Canonical domain kernel and state machine"", ""blueprint/phase-0-the-foundation-protocol.md#0G. Observability, security plumbing, and operational controls"", ""blueprint/platform-runtime-and-release-blueprint.md#Verification ladder contract"", ""blueprint/platform-runtime-and-release-blueprint.md#Operational readiness contract"", ""blueprint/platform-admin-and-config-blueprint.md#Config compilation pipeline"", ""blueprint/platform-admin-and-config-blueprint.md#Production promotion gate"", ""blueprint/phase-9-the-assurance-ledger.md#PhaseConformanceRow"", ""blueprint/phase-9-the-assurance-ledger.md#CrossPhaseConformanceScorecard"", ""blueprint/forensic-audit-findings.md#Findings 95, 104-120""]",
