fault_injection_id,simulator_id,dependency_code,fault_mode,reference_case_id,expected_effect,expected_settlement_refs,expected_closure_blocker_refs,expected_recovery_envelope_refs,ordering_posture,release_verification_use,notes
FIM_059_CLEAN_SELF_SERVICE_SUBMIT_SIM_EMAIL_NOTIFICATION_TWIN_TIMEOUT,sim_email_notification_twin,dep_email_notification_provider,timeout,RC_059_CLEAN_SELF_SERVICE_SUBMIT_V1,"Transport timeout stays advisory only and the case remains pending, degraded, or review-bound until authoritative settlement or manual fallback occurs.",CESV_INTAKE_PROMOTION_SETTLED_V1; CESV_PATIENT_RECEIPT_ISSUED_V1,,,strict_replay_and_ordering,preview,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_COLLISION_OPEN_REVIEW_SIM_EMAIL_NOTIFICATION_TWIN_DUPLICATE,sim_email_notification_twin,dep_email_notification_provider,duplicate,RC_059_DUPLICATE_COLLISION_REVIEW_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_REQUEST_DUPLICATE_PAIR_SCORED_V1; CESV_REQUEST_DUPLICATE_REVIEW_REQUIRED_V1; CESV_REQUEST_CLOSURE_BLOCKERS_CHANGED_V1,BCL_055_DUPLICATE_REVIEW,SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_COLLISION_OPEN_REVIEW_SIM_EMAIL_NOTIFICATION_TWIN_REPLAY,sim_email_notification_twin,dep_email_notification_provider,replay,RC_059_DUPLICATE_COLLISION_REVIEW_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_REQUEST_DUPLICATE_PAIR_SCORED_V1; CESV_REQUEST_DUPLICATE_REVIEW_REQUIRED_V1; CESV_REQUEST_CLOSURE_BLOCKERS_CHANGED_V1,BCL_055_DUPLICATE_REVIEW,SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_COLLISION_OPEN_REVIEW_SIM_SMS_DELIVERY_TWIN_DUPLICATE,sim_sms_delivery_twin,dep_sms_notification_provider,duplicate,RC_059_DUPLICATE_COLLISION_REVIEW_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_REQUEST_DUPLICATE_PAIR_SCORED_V1; CESV_REQUEST_DUPLICATE_REVIEW_REQUIRED_V1; CESV_REQUEST_CLOSURE_BLOCKERS_CHANGED_V1,BCL_055_DUPLICATE_REVIEW,SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_COLLISION_OPEN_REVIEW_SIM_SMS_DELIVERY_TWIN_REPLAY,sim_sms_delivery_twin,dep_sms_notification_provider,replay,RC_059_DUPLICATE_COLLISION_REVIEW_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_REQUEST_DUPLICATE_PAIR_SCORED_V1; CESV_REQUEST_DUPLICATE_REVIEW_REQUIRED_V1; CESV_REQUEST_CLOSURE_BLOCKERS_CHANGED_V1,BCL_055_DUPLICATE_REVIEW,SEED_059_DUPLICATE_COLLISION_OPEN_REVIEW_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_SIM_EMAIL_NOTIFICATION_TWIN_DUPLICATE,sim_email_notification_twin,dep_email_notification_provider,duplicate,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_REQUEST_DUPLICATE_RETRY_COLLAPSED_V1; CESV_REQUEST_DUPLICATE_RESOLVED_V1; CESV_PATIENT_RECEIPT_ISSUED_V1,,SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preview,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_SIM_EMAIL_NOTIFICATION_TWIN_REPLAY,sim_email_notification_twin,dep_email_notification_provider,replay,RC_059_DUPLICATE_RETRY_COLLAPSE_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_REQUEST_DUPLICATE_RETRY_COLLAPSED_V1; CESV_REQUEST_DUPLICATE_RESOLVED_V1; CESV_PATIENT_RECEIPT_ISSUED_V1,,SEED_059_DUPLICATE_RETRY_RETURN_PRIOR_ACCEPTED_RECOVERY_CONTINUATION_TOKEN_V1,strict_replay_and_ordering,preview,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SIM_EMAIL_NOTIFICATION_TWIN_DISPUTED_RECEIPT,sim_email_notification_twin,dep_email_notification_provider,disputed_receipt,RC_059_ACCEPTED_PROGRESS_DEGRADED_FALLBACK_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_EXCEPTION_REVIEW_CASE_OPENED_V1; CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_FALLBACK_REVIEW; BCL_055_DEGRADED_PROMISE,SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,wave_probe,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SIM_MESH_MESSAGE_PATH_TWIN_DISPUTED_RECEIPT,sim_mesh_message_path_twin,dep_cross_org_secure_messaging_mesh,disputed_receipt,RC_059_ACCEPTED_PROGRESS_DEGRADED_FALLBACK_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_EXCEPTION_REVIEW_CASE_OPENED_V1; CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_FALLBACK_REVIEW; BCL_055_DEGRADED_PROMISE,SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,wave_probe,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SIM_MESH_MESSAGE_PATH_TWIN_PARTIAL_OUTAGE,sim_mesh_message_path_twin,dep_cross_org_secure_messaging_mesh,partial_outage,RC_059_ACCEPTED_PROGRESS_DEGRADED_FALLBACK_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_EXCEPTION_REVIEW_CASE_OPENED_V1; CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_FALLBACK_REVIEW; BCL_055_DEGRADED_PROMISE,SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_FALLBACK_REVIEW_AFTER_ACCEPTED_PROGRESS_DEGRADES_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,wave_probe,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_MESH_MESSAGE_PATH_TWIN_DISPUTED_RECEIPT,sim_mesh_message_path_twin,dep_cross_org_secure_messaging_mesh,disputed_receipt,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_MESH_MESSAGE_PATH_TWIN_DUPLICATE,sim_mesh_message_path_twin,dep_cross_org_secure_messaging_mesh,duplicate,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_MESH_MESSAGE_PATH_TWIN_PARTIAL_OUTAGE,sim_mesh_message_path_twin,dep_cross_org_secure_messaging_mesh,partial_outage,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_PHARMACY_DISPATCH_TRANSPORT_TWIN_DISPUTED_RECEIPT,sim_pharmacy_dispatch_transport_twin,dep_pharmacy_referral_transport,disputed_receipt,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_PHARMACY_DISPATCH_TRANSPORT_TWIN_PARTIAL_OUTAGE,sim_pharmacy_dispatch_transport_twin,dep_pharmacy_referral_transport,partial_outage,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_PHARMACY_VISIBILITY_UPDATE_RECORD_TWIN_DUPLICATE,sim_pharmacy_visibility_update_record_twin,dep_pharmacy_outcome_observation,duplicate,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,Duplicate signals stay explicit as DuplicateCluster or duplicate delivery truth rather than being silently absorbed.,CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_PHARMACY_VISIBILITY_UPDATE_RECORD_TWIN_PARTIAL_OUTAGE,sim_pharmacy_visibility_update_record_twin,dep_pharmacy_outcome_observation,partial_outage,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,Partial outage constrains publication and continuity posture while leaving the canonical request and blocker semantics intact.,CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_PHARMACY_DISPATCH_PROOF_PENDING_WEAK_MATCH_SIM_PHARMACY_VISIBILITY_UPDATE_RECORD_TWIN_STALE_CALLBACK,sim_pharmacy_visibility_update_record_twin,dep_pharmacy_outcome_observation,stale_callback,RC_059_PHARMACY_DISPATCH_WEAK_MATCH_V1,"Stale callbacks fail closed behind lineage, subject, or publication fences and reopen same-shell recovery instead of mutating current truth.",CESV_PHARMACY_DISPATCH_STARTED_V1; CESV_PHARMACY_DISPATCH_PROOF_MISSING_V1; CESV_PHARMACY_OUTCOME_UNMATCHED_V1; CESV_PHARMACY_OUTCOME_RECONCILED_V1,BCL_055_CONFIRMATION_GATE; BCL_055_OUTCOME_RECONCILIATION,,strict_replay_and_ordering,integration,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_EMAIL_NOTIFICATION_TWIN_DISPUTED_RECEIPT,sim_email_notification_twin,dep_email_notification_provider,disputed_receipt,RC_059_SUPPORT_REPLAY_RESTORE_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_EMAIL_NOTIFICATION_TWIN_REPLAY,sim_email_notification_twin,dep_email_notification_provider,replay,RC_059_SUPPORT_REPLAY_RESTORE_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_SMS_DELIVERY_TWIN_DISPUTED_RECEIPT,sim_sms_delivery_twin,dep_sms_notification_provider,disputed_receipt,RC_059_SUPPORT_REPLAY_RESTORE_V1,"Disputed receipts remain weaker than settled delivery, confirmation, or outcome proof and keep the case in repair or review posture.",CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_SMS_DELIVERY_TWIN_REPLAY,sim_sms_delivery_twin,dep_sms_notification_provider,replay,RC_059_SUPPORT_REPLAY_RESTORE_V1,Replay is deduplicated under the published adapter and mutation law; no duplicate side effect may mint calmer shell truth.,CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
FIM_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SIM_TELEPHONY_IVR_TWIN_ORDERING_INVERSION,sim_telephony_ivr_twin,dep_telephony_ivr_recording_provider,ordering_inversion,RC_059_SUPPORT_REPLAY_RESTORE_V1,Ordering inversion preserves callback and receipt sequencing law rather than promoting the last arrival as current truth.,CESV_SUPPORT_REPLAY_RESTORE_REQUIRED_V1; CESV_SUPPORT_REPLAY_RESTORE_SETTLED_V1; CESV_REACHABILITY_ASSESSMENT_SETTLED_V1; CESV_COMMUNICATION_COMMAND_SETTLED_V1,BCL_055_REACHABILITY_DEPENDENCY,SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_SUPPORT_REPLAY_RESTORE_SETTLEMENT_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_RECOVERY_CONTINUATION_TOKEN_V1; SEED_059_SUPPORT_REPLAY_RESTORE_SAME_SHELL_RECOVERY_PATIENT_ACTION_RECOVERY_ENVELOPE_V1,strict_replay_and_ordering,preprod,Fault injection remains first-class and never widens beyond the canonical request and settlement semantics.
