provider_family,provider_family_title,question_id,dimension_id,dimension_title,question,evidence_expected,kill_switch_if_unproven,source_refs
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_OPERATIONAL_SUPPORT,operational_support,Operational Support And Incident Handling,"Which operational support and incident pathways exist for the NHS login identity rail, and how do they interact with Vecells' own recovery model?","[""Support model, incident routing, escalation path, and recovery SLA for the NHS login identity rail."", ""Evidence that disputes, resets, or reconciliations can be handled without vendor lock-in to one operator workflow.""]",Reject the provider if support or incident handling cannot sustain the required service posture.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_COMMERCIAL_AND_LOCK_IN,commercial_and_lock_in,Cost Governance And Lock-In Control,What commercial or lock-in constraints would shape how the NHS login identity rail can evolve after onboarding?,"[""Commercial model, minimum term, price-break risk, and usage assumptions for the NHS login identity rail."", ""Exit-cost or migration evidence showing how future replacement remains feasible.""]",Reject the provider if lock-in or pricing posture would undermine later portability or roadmap freedom.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_PORTABILITY_AND_EXIT,portability_and_exit,Portability And Adapter Exit Posture,What evidence proves the NHS login identity rail remains portable and adapter-bound if the provider must later be replaced?,"[""Provider contract or docs proving identifiers, callbacks, or artifacts can be normalized without irreversible lock-in."", ""Migration or replacement strategy showing how Vecells would exit the provider without rewriting product logic.""]",Reject the provider if replacement would force core lifecycle logic to be rewritten.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_DEGRADED_MODE_RESILIENCE,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,"How does the NHS login identity rail behave under outage, latency, or partial failure, and can Vecells preserve the declared degraded-mode contract?","[""Provider outage, latency, or partial failure evidence showing Vecells can degrade safely when the NHS login identity rail is unhealthy."", ""Evidence that the provider does not force silent success or bypass the declared degradation profile.""]",Reject the provider if outage or partial-failure behavior cannot support the declared degraded mode.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_EXPERIENCE_AND_BRAND_CONSTRAINTS,experience_and_brand_constraints,UI / Brand / Interaction Constraints,"What provider-driven UI, sender, redirect, or brand constraints exist for the NHS login identity rail, and how will Vecells preserve truthful UX within them?","[""Provider UX, branding, sender, redirect, or consent constraints for the NHS login identity rail."", ""Evidence that provider-specific UI constraints do not force unsafe or misleading patient-facing wording.""]",Reject the provider if required UX or branding constraints would force misleading or non-compliant flows.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
identity_auth,Identity / Authentication,Q_IDENTITY_AUTH_SIMULATOR_FIDELITY,simulator_fidelity,Simulator Fidelity And State Coverage,"Which states must the simulator preserve for the NHS login identity rail, and how will live onboarding maintain parity with them?","[""Evidence that the live-provider plan can preserve simulator parity and contract tests as onboarding advances."", ""Mapping showing how live sandbox states compare with the already-approved simulator states for the NHS login identity rail.""]",Reject the provider if onboarding would break simulator parity or invalidate the approved contract tests.,"[""blueprint/phase-2-the-identity-and-echoes.md#2A. Trust contract and capability gates"", ""blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint/blueprint-init.md#10. Identity, consent, security, and policy"", ""blueprint/phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_nhs_login_rail"", ""data/analysis/phase0_gate_verdict.json#GATE_P0_FOUNDATION_ENTRY"", ""phase-2-identity-and-echoes.md#2B. NHS login bridge and local session engine"", ""blueprint-init.md#10. Identity, consent, security, and policy"", ""platform-runtime-and-release-blueprint.md#AdapterContractProfile""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_CONTRACT_SHAPE,contract_shape,Capability And Tuple Coverage,Which exact contract artifacts prove that Telephony / IVR / Recording can express the full Vecells capability tuple without hidden provider behavior?,"[""Provider API or callback contract pack showing how telephony voice capture, recording, and transcript processing maps into one Vecells adapter boundary."", ""Evidence that unsupported states are explicit rather than inferred from supplier-local success labels.""]",Reject the provider if Vecells would need supplier-specific business logic outside the published adapter contract.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_AUTHORITATIVE_TRUTH,authoritative_truth,Authoritative Truth Separation,"How does the provider distinguish accepted transport, intermediate pending states, and authoritative truth for telephony voice capture, recording, and transcript processing?","[""Provider evidence pack proving transport acceptance and authoritative truth remain distinct for telephony voice capture, recording, and transcript processing."", ""Operational proof showing authoritative confirmation or durable observation is available to contract tests and audits.""]",Reject the provider if it cannot represent authoritative truth separately from accepted transport or local acknowledgement.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_AMBIGUITY_HANDLING,ambiguity_handling,Ambiguity And Partial Failure Semantics,"What concrete evidence shows the provider exposes partial failure, contradiction, and replay semantics for telephony voice capture, recording, and transcript processing instead of hiding them?","[""Provider docs or sandbox evidence showing duplicate, replay, delayed, contradictory, or missing events can be detected and reconciled."", ""Evidence that operators can inspect and recover ambiguous telephony voice capture, recording, and transcript processing states without vendor-side guesswork.""]",Reject the provider if failure semantics are opaque or if ambiguity cannot be surfaced for review.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_SECURITY_REPLAY,security_replay,"Security, Authentication, And Replay Control","What evidence proves replay protection, callback authenticity, and environment isolation for telephony voice capture, recording, and transcript processing?","[""Security docs showing webhook authentication, key rotation, replay protection, and environment isolation for telephony voice capture, recording, and transcript processing."", ""Evidence that the provider does not require browser egress or client-side secrets for the protected path.""]","Reject the provider if replay protection, callback authenticity, or environment isolation are inadequate.","[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_PRIVACY_RESIDENCY,privacy_residency,"Privacy, Residency, And Subprocessor Transparency","Which evidence proves residency, retention, subprocessor scope, and minimal data disclosure for telephony voice capture, recording, and transcript processing?","[""UK residency, subprocessor, retention, and deletion evidence for telephony voice capture, recording, and transcript processing."", ""Data-flow explanation showing what patient or event data leaves Vecells and on what legal or contractual basis.""]","Reject the provider if residency, subprocessor scope, or deletion posture are unclear or incompatible.","[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
telephony_voice_and_recording,Telephony / IVR / Recording,Q_TELEPHONY_VOICE_AND_RECORDING_HEALTHCARE_COMPLIANCE,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,"What current compliance or assurance evidence exists for telephony voice capture, recording, and transcript processing, and what is still blocked on later approvals?","[""Current assurance, clinical-safety, or onboarding evidence required for telephony voice capture, recording, and transcript processing."", ""Evidence that the provider can support the controls Vecells must later attest under NHS, DSPT, DCB, or partner law.""]",Reject the provider if compliance posture is incompatible or cannot be evidenced for audit.,"[""blueprint/phase-2-the-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-the-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 2 - Telephony urgent branch did not enforce evidence readiness"", ""blueprint/phase-2-identity-and-echoes.md#2E. Telephony edge, IVR choreography, and call-session persistence"", ""blueprint/phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""blueprint/forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_telephony_ivr_recording_provider"", ""phase-2-identity-and-echoes.md#2E. Telephony call-session ingestion, evidence readiness, and convergence"", ""phase-2-identity-and-echoes.md#2F. Caller verification, voice capture, transcript stub, and SMS continuation"", ""callback-and-clinician-messaging-loop.md#Callback domain"", ""forensic-audit-findings.md#Finding 12 - No safe fallback when ingest or safety failed"", ""phase-0-the-foundation-protocol.md#4.3A Artifact quarantine and fallback review""]"
