contract_id,route_family_ref,keyboard_model,focus_transition_scope,trigger,current_target_ref,previous_target_ref,next_target_ref,disposition,contract_state,motion_equivalence_ref,zoom_reflow_ref,dom_marker_ref,coverage_state,design_contract_publication_bundle_ref,rationale,source_refs
FTC_111_GOVERNANCE_SHELL_SAME_SHELL_REFRESH_V1,rf_governance_shell,tabs,surface_root,same_shell_refresh,focus.current.governance_shell,focus.selected_anchor.governance_shell,focus.current.governance_shell,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,governance_shell-current,degraded,dcpb::governance_admin::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_INTAKE_TELEPHONY_CAPTURE_MISSION_STACK_UNFOLD_V1,rf_intake_telephony_capture,tab_ring,surface_root,mission_stack_unfold,focus.current.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,focus.current.intake_telephony_capture,preserve,exact,reduced_motion.equivalent,zoom.400_equivalent_reflow,intake_telephony_capture-current,complete,dcpb::patient_public_entry::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_INTAKE_TELEPHONY_CAPTURE_RESTORE_V1,rf_intake_telephony_capture,tab_ring,surface_root,restore,focus.current.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,restore_previous,exact,reduced_motion.equivalent,zoom.400_equivalent_reflow,intake_telephony_capture-selected-anchor,complete,dcpb::patient_public_entry::planned,Restore returns focus to the last meaningful in-shell target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_INTAKE_TELEPHONY_CAPTURE_INVALIDATION_V1,rf_intake_telephony_capture,tab_ring,surface_root,invalidation,focus.current.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,focus.summary.intake_telephony_capture,move_summary,exact,reduced_motion.equivalent,zoom.400_equivalent_reflow,intake_telephony_capture-summary,complete,dcpb::patient_public_entry::planned,Surface-root invalidation moves focus to the verified summary.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_INTAKE_TELEPHONY_CAPTURE_RECOVERY_RETURN_V1,rf_intake_telephony_capture,tab_ring,surface_root,recovery_return,focus.current.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,focus.selected_anchor.intake_telephony_capture,restore_previous,exact,reduced_motion.equivalent,zoom.400_equivalent_reflow,intake_telephony_capture-selected-anchor,complete,dcpb::patient_public_entry::planned,Recovery returns focus to the prior meaningful target when it is still valid.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_SAME_SHELL_REFRESH_V1,rf_operations_board,grid,surface_root,same_shell_refresh,focus.current.operations_board,focus.selected_anchor.operations_board,focus.current.operations_board,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_BUFFERED_UPDATE_V1,rf_operations_board,grid,surface_root,buffered_update,focus.current.operations_board,focus.selected_anchor.operations_board,focus.current.operations_board,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_MISSION_STACK_FOLD_V1,rf_operations_board,grid,surface_root,mission_stack_fold,focus.current.operations_board,focus.selected_anchor.operations_board,focus.current.operations_board,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_MISSION_STACK_UNFOLD_V1,rf_operations_board,grid,surface_root,mission_stack_unfold,focus.current.operations_board,focus.selected_anchor.operations_board,focus.current.operations_board,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_RESTORE_V1,rf_operations_board,grid,surface_root,restore,focus.current.operations_board,focus.selected_anchor.operations_board,focus.selected_anchor.operations_board,restore_previous,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-selected-anchor,degraded,dcpb::operations_console::planned,Restore returns focus to the last meaningful in-shell target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_INVALIDATION_V1,rf_operations_board,grid,surface_root,invalidation,focus.current.operations_board,focus.selected_anchor.operations_board,focus.summary.operations_board,move_summary,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-summary,degraded,dcpb::operations_console::planned,Surface-root invalidation moves focus to the verified summary.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_BOARD_RECOVERY_RETURN_V1,rf_operations_board,grid,surface_root,recovery_return,focus.current.operations_board,focus.selected_anchor.operations_board,focus.selected_anchor.operations_board,restore_previous,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_board-selected-anchor,degraded,dcpb::operations_console::planned,Recovery returns focus to the prior meaningful target when it is still valid.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_SAME_SHELL_REFRESH_V1,rf_operations_drilldown,grid,surface_root,same_shell_refresh,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.current.operations_drilldown,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_BUFFERED_UPDATE_V1,rf_operations_drilldown,grid,surface_root,buffered_update,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.current.operations_drilldown,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_MISSION_STACK_FOLD_V1,rf_operations_drilldown,grid,surface_root,mission_stack_fold,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.current.operations_drilldown,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_MISSION_STACK_UNFOLD_V1,rf_operations_drilldown,grid,surface_root,mission_stack_unfold,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.current.operations_drilldown,preserve,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-current,degraded,dcpb::operations_console::planned,Same-shell changes preserve the active focus target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_RESTORE_V1,rf_operations_drilldown,grid,surface_root,restore,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.selected_anchor.operations_drilldown,restore_previous,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-selected-anchor,degraded,dcpb::operations_console::planned,Restore returns focus to the last meaningful in-shell target.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_INVALIDATION_V1,rf_operations_drilldown,grid,surface_root,invalidation,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.summary.operations_drilldown,move_summary,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-summary,degraded,dcpb::operations_console::planned,Surface-root invalidation moves focus to the verified summary.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
FTC_111_OPERATIONS_DRILLDOWN_RECOVERY_RETURN_V1,rf_operations_drilldown,grid,surface_root,recovery_return,focus.current.operations_drilldown,focus.selected_anchor.operations_drilldown,focus.selected_anchor.operations_drilldown,restore_previous,provisional,reduced_motion.summary_only_equivalent,zoom.400_equivalent_reflow,operations_drilldown-selected-anchor,degraded,dcpb::operations_console::planned,Recovery returns focus to the prior meaningful target when it is still valid.,prompt/111.md; prompt/shared_operating_contract_106_to_115.md; prompt/AGENT.md; prompt/checklist.md; blueprint/accessibility-and-content-system-contract.md#AccessibleSurfaceContract; blueprint/accessibility-and-content-system-contract.md#KeyboardInteractionContract; blueprint/accessibility-and-content-system-contract.md#FocusTransitionContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementContract; blueprint/accessibility-and-content-system-contract.md#AssistiveAnnouncementTruthProjection; blueprint/accessibility-and-content-system-contract.md#VisualizationParityProjection; blueprint/canonical-ui-contract-kernel.md#SurfaceStateKernelBinding; blueprint/platform-frontend-blueprint.md#AccessibilitySemanticCoverageProfile; blueprint/platform-frontend-blueprint.md#SelectedAnchorPolicy; blueprint/forensic-audit-findings.md#Finding 86; blueprint/forensic-audit-findings.md#Finding 92; blueprint/forensic-audit-findings.md#Finding 93; blueprint/forensic-audit-findings.md#Finding 116; blueprint/forensic-audit-findings.md#Finding 117; blueprint/forensic-audit-findings.md#Finding 118; blueprint/forensic-audit-findings.md#Finding 120
