account_or_secret_id,dependency_family,dependency_title,environment,record_class,current_lane,owner_role,backup_owner_role,creator_role,approver_role,storage_backend,distribution_method,rotation_policy,revocation_policy,audit_sink,exposure_constraints,allowed_usage_surfaces,manual_checkpoint_required,live_gate_refs,mock_equivalent_ref,origin_source,landing_zone,runtime_injection_path,dual_control_required,redaction_profile,risk_refs,source_refs,notes
ACC_NHS_APP_SANDPIT_SITE_LINK,embedded_channel,Deferred NHS App embedded channel,sandpit,other,actual_later,ROLE_EMBEDDED_CHANNEL_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; embedded_channel_placeholder_console,yes,LIVE_GATE_NHS_APP_DEFERRED_ONLY,,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,RISK_UI_002,"blueprint/phase-7-inside-the-nhs-app.md#7H. Sandpit, AOS, SCAL, and operational delivery pipeline; data/analysis/external_dependencies.json#dep_nhs_app_embedded_channel_ecosystem; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture",Deferred placeholder for site-link metadata and embedded manifest control.
ACC_IM1_PROGRAMME_INTEGRATION_ACCOUNT,gp_system,GP system and IM1 programme boundary,integration,account,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; svc_booking_adapter; interoperability_partner_console,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_IM1_SCAL_APPROVED; LIVE_GATE_SUPPLIER_CAPABILITY_REVIEW,,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_IM1_SCAL_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001; RISK_BOOKING_002; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_BOOKING_PROVIDER_GAP; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_im1_pairing_programme; data/analysis/external_dependencies.json#dep_gp_system_supplier_paths; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Programme account metadata for IM1 pairing and supplier readiness.
ACC_GP_SUPPLIER_INTEGRATION_PRINCIPAL,gp_system,GP system and IM1 programme boundary,integration,service_principal,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_booking_adapter; interoperability_partner_console,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_IM1_SCAL_APPROVED; LIVE_GATE_SUPPLIER_CAPABILITY_REVIEW,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_IM1_SCAL_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001; RISK_BOOKING_002; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_BOOKING_PROVIDER_GAP; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_im1_pairing_programme; data/analysis/external_dependencies.json#dep_gp_system_supplier_paths; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Supplier-path principal for governed GP-system access.
KEY_GP_SUPPLIER_MTLS,gp_system,GP system and IM1 programme boundary,integration,private_key,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,nonprod_hsm_keyring,dual_control_capture_then_vault_ingest,every_90_days_or_on_environment_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_booking_adapter; interoperability_partner_console,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_IM1_SCAL_APPROVED; LIVE_GATE_SUPPLIER_CAPABILITY_REVIEW,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_IM1_SCAL_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001; RISK_BOOKING_002; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_BOOKING_PROVIDER_GAP; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_im1_pairing_programme; data/analysis/external_dependencies.json#dep_gp_system_supplier_paths; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Mutual TLS material for GP supplier path.
KEY_IM1_PROGRAMME_CERT,gp_system,GP system and IM1 programme boundary,integration,private_key,actual_later,ROLE_INTEROPERABILITY_LEAD,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_GOVERNANCE_LEAD,nonprod_hsm_keyring,dual_control_capture_then_vault_ingest,every_90_days_or_on_environment_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_booking_adapter; interoperability_partner_console,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_IM1_SCAL_APPROVED; LIVE_GATE_SUPPLIER_CAPABILITY_REVIEW,,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_DUPLICATE_SUPPRESSION_OR_MERGE; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_IM1_SCAL_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001; RISK_BOOKING_002; RISK_PHARMACY_001; RISK_RECOVERY_001; RISK_BOOKING_001; RISK_EXT_BOOKING_PROVIDER_GAP; RISK_OWNERSHIP_003,data/analysis/external_dependencies.json#dep_im1_pairing_programme; data/analysis/external_dependencies.json#dep_gp_system_supplier_paths; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Certificate material for IM1 pairing path remains gated by SCAL readiness.
ACC_NHS_LOGIN_LOCAL_CLIENT_REG,identity_auth,NHS login identity rail,local_mock,client_registration,mock_now,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",mock_nhs_login_service; mock_nhs_login_admin_console; tests_playwright_identity; svc_identity_bridge; redirect_and_key_inventory,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,deterministic_seed_generator,seed_bootstrap_outside_repo,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine,Deterministic mock OIDC client registry for developer-only rehearsal.
KEY_NHS_LOGIN_LOCAL_SIGNING,identity_auth,NHS login identity rail,local_mock,private_key,mock_now,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,local_ephemeral_secret_store,deterministic_seed_bootstrap,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",mock_nhs_login_service; mock_nhs_login_admin_console; tests_playwright_identity; svc_identity_bridge,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,deterministic_seed_generator,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine,"Local signing key for mock OIDC authorize, token, and logout flow."
ACC_NHS_LOGIN_CI_CLIENT_REG,identity_auth,NHS login identity rail,ci_mock,client_registration,mock_now,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,ci_ephemeral_secret_store,short_lived_ci_secret_injection,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",mock_nhs_login_service; mock_nhs_login_admin_console; tests_playwright_identity; svc_identity_bridge; redirect_and_key_inventory,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,ci_seed_and_runtime_bootstrap,seed_bootstrap_outside_repo,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine,Ephemeral CI client registry seeded per test run.
KEY_NHS_LOGIN_CI_SIGNING,identity_auth,NHS login identity rail,ci_mock,private_key,mock_now,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,ci_ephemeral_secret_store,short_lived_ci_secret_injection,per_spin_up_or_pipeline_run,destroy_seed_material_reset_environment_append_mock_audit,MockCredentialSeedAudit,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",mock_nhs_login_service; mock_nhs_login_admin_console; tests_playwright_identity; svc_identity_bridge,no,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,ci_seed_and_runtime_bootstrap,seed_bootstrap_outside_repo,ephemeral_runtime_secret_mount,no,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine,Ephemeral CI signing key discarded after each pipeline run.
USER_NHS_LOGIN_SHARED_DEV_TEST_SET,identity_auth,NHS login identity rail,shared_dev,test_user,hybrid,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_fixture_registry,partner_test_pack_ingest,quarterly_or_on_partner_refresh,revoke_partner_test_pack_reset_fixture_registry_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; seed_reset_job,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,partner_test_pack_or_synthetic_dataset_delivery,partner_test_pack_quarantine,seed_fixture_sync_and_environment_reset,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Synthetic identity pack for shared-dev rehearsal and later field-map parity.
PUB_NHS_LOGIN_SHARED_DEV_JWKS,identity_auth,NHS login identity rail,shared_dev,public_key,hybrid,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_fixture_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; redirect_and_key_inventory,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Published mock JWKS metadata used by both simulator and later capture templates.
DATA_NHS_LOGIN_SHARED_DEV_FIXTURES,identity_auth,NHS login identity rail,shared_dev,sandbox_dataset,hybrid,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_fixture_registry,partner_test_pack_ingest,every_shared_reset_and_before_evidence_capture,revoke_partner_test_pack_reset_fixture_registry_append_audit,ExternalAccessLifecycleLedger,Synthetic-only material; never mix with live partner outputs or live patient-like identifiers.,browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; seed_reset_job,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,,partner_test_pack_or_synthetic_dataset_delivery,partner_test_pack_quarantine,seed_fixture_sync_and_environment_reset,no,synthetic_only_render,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,"Shared synthetic claims, scopes, and callback race fixtures."
USER_NHS_LOGIN_SANDPIT_TEST_USER,identity_auth,NHS login identity rail,sandpit,test_user,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_vault,partner_test_pack_ingest,quarterly_or_on_partner_refresh,revoke_partner_test_pack_reset_fixture_registry_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; seed_reset_job,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,USER_NHS_LOGIN_SHARED_DEV_TEST_SET,partner_test_pack_or_synthetic_dataset_delivery,partner_test_pack_quarantine,seed_fixture_sync_and_environment_reset,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Partner-issued sandpit test user kept separate from local mock packs.
ACC_NHS_LOGIN_SANDPIT_CLIENT_REG,identity_auth,NHS login identity rail,sandpit,client_registration,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,partner_metadata_registry,approved_metadata_publish,quarterly_recertification_and_on_topology_change,remove_from_partner_registry_republish_runtime_metadata_append_audit,ExternalAccessLifecycleLedger,"Metadata may appear only as placeholder, hash, or approved identifier digest; never adjacent to live secret values.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane; redirect_and_key_inventory,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,ACC_NHS_LOGIN_LOCAL_CLIENT_REG,provider_admin_console_or_partner_form,partner_metadata_review_queue,control_plane_metadata_publication,no,identifier_hash_or_placeholder,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Placeholder sandpit client registration metadata.
SEC_NHS_LOGIN_SANDPIT_CLIENT_SECRET,identity_auth,NHS login identity rail,sandpit,client_secret,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,shared_nonprod_vault,dual_control_capture_then_vault_ingest,every_90_days_or_provider_maximum,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_LOCAL_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Real sandpit client secret captured later under dual control.
KEY_NHS_LOGIN_SANDPIT_PRIVATE_KEY,identity_auth,NHS login identity rail,sandpit,private_key,actual_later,ROLE_IDENTITY_PARTNER_MANAGER,ROLE_SECURITY_LEAD,ROLE_PARTNER_ONBOARDING_LEAD,ROLE_INTEROPERABILITY_LEAD,nonprod_hsm_keyring,dual_control_capture_then_vault_ingest,every_90_days_or_on_environment_change,disable_at_provider_rotate_dependent_handles_republish_runtime_append_audit,ExternalAccessLifecycleLedger,"No markdown literals, no console echo, no trace/video capture, screenshots only after explicit redaction, runtime reference handles only.",browser_automation_dry_run; svc_identity_bridge; partner_onboarding_control_plane,yes,GATE_EXTERNAL_TO_FOUNDATION; LIVE_GATE_NHS_LOGIN_PARTNER_APPROVED; LIVE_GATE_REDIRECT_URI_REVIEW; LIVE_GATE_IDENTITY_SESSION_PARITY,KEY_NHS_LOGIN_LOCAL_SIGNING,partner_portal_download_or_secure_operator_capture,partner_capture_quarantine,nonprod_workload_identity_fetch,yes,full_secret_mask_and_capture_block,HZ_TELEPHONY_EVIDENCE_INADEQUACY; HZ_URGENT_DIVERSION_UNDER_OR_OVER_TRIAGE; RISK_EXT_NHS_LOGIN_DELAY; RISK_MUTATION_003; RISK_RUNTIME_001; HZ_WRONG_PATIENT_BINDING; RISK_MUTATION_002; RISK_STATE_001; RISK_STATE_002; RISK_STATE_003; RISK_STATE_005; RISK_STATE_004; RISK_OWNERSHIP_001; RISK_MUTATION_001,blueprint/phase-0-the-foundation-protocol.md#1.4D AuthTransaction; blueprint/phase-0-the-foundation-protocol.md#1.4G SessionEstablishmentDecision; blueprint/phase-2-the-identity-and-echoes.md#2B. NHS login bridge and local session engine; docs/external/21_integration_priority_and_execution_matrix.md#Scorecards And Secret Posture,Sandpit private key material for callback and token proof.
