edgeId,trackTaskId,trackGroup,claimableMode,dependencyRef,dependencyKind,satisfactionState,notes
par_063::shared_seam::SEAM_061_EVENT_ENVELOPE_REGISTRY,par_063,backend_kernel,eligible,SEAM_061_EVENT_ENVELOPE_REGISTRY,shared_seam,published,Requires the audit and FHIR representation seams to keep evidence derivation and redaction deterministic.
par_063::shared_seam::SEAM_061_FHIR_MAPPING_AND_REPRESENTATION,par_063,backend_kernel,eligible,SEAM_061_FHIR_MAPPING_AND_REPRESENTATION,shared_seam,published,Requires the audit and FHIR representation seams to keep evidence derivation and redaction deterministic.
par_063::shared_seam::SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,par_063,backend_kernel,eligible,SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,shared_seam,published,Requires the audit and FHIR representation seams to keep evidence derivation and redaction deterministic.
par_063::shared_seam::SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,par_063,backend_kernel,eligible,SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,shared_seam,published,Requires the audit and FHIR representation seams to keep evidence derivation and redaction deterministic.
par_063::shared_seam::SEAM_061_RECOVERY_AND_READINESS_TUPLES,par_063,backend_kernel,eligible,SEAM_061_RECOVERY_AND_READINESS_TUPLES,shared_seam,published,Requires the audit and FHIR representation seams to keep evidence derivation and redaction deterministic.
par_064::seq_task::seq_020,par_064,backend_kernel,eligible,seq_020,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_041,par_064,backend_kernel,eligible,seq_041,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_043,par_064,backend_kernel,eligible,seq_043,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_044,par_064,backend_kernel,eligible,seq_044,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_048,par_064,backend_kernel,eligible,seq_048,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_049,par_064,backend_kernel,eligible,seq_049,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_056,par_064,backend_kernel,eligible,seq_056,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_057,par_064,backend_kernel,eligible,seq_057,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::seq_task::seq_060,par_064,backend_kernel,eligible,seq_060,seq_task,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/api-contracts,par_064,backend_kernel,eligible,@vecells/api-contracts,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/domain-kernel,par_064,backend_kernel,eligible,@vecells/domain-kernel,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/event-contracts,par_064,backend_kernel,eligible,@vecells/event-contracts,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/fhir-mapping,par_064,backend_kernel,eligible,@vecells/fhir-mapping,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/observability,par_064,backend_kernel,eligible,@vecells/observability,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_package::@vecells/release-controls,par_064,backend_kernel,eligible,@vecells/release-controls,shared_package,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::adapter-contract-profile,par_064,backend_kernel,eligible,schema::adapter-contract-profile,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::canonical-event-envelope,par_064,backend_kernel,eligible,schema::canonical-event-envelope,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::command-settlement-record,par_064,backend_kernel,eligible,schema::command-settlement-record,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::dependency-degradation-profile,par_064,backend_kernel,eligible,schema::dependency-degradation-profile,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::recovery-control-posture,par_064,backend_kernel,eligible,schema::recovery-control-posture,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::schema::schema::route-intent-binding,par_064,backend_kernel,eligible,schema::route-intent-binding,schema,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,par_064,backend_kernel,eligible,SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,par_064,backend_kernel,eligible,SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_EVENT_ENVELOPE_REGISTRY,par_064,backend_kernel,eligible,SEAM_061_EVENT_ENVELOPE_REGISTRY,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_FHIR_MAPPING_AND_REPRESENTATION,par_064,backend_kernel,eligible,SEAM_061_FHIR_MAPPING_AND_REPRESENTATION,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,par_064,backend_kernel,eligible,SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,par_064,backend_kernel,eligible,SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_064::shared_seam::SEAM_061_RECOVERY_AND_READINESS_TUPLES,par_064,backend_kernel,eligible,SEAM_061_RECOVERY_AND_READINESS_TUPLES,shared_seam,published,May compile representation sets only against the published FHIR contract boundary.
par_065::seq_task::seq_020,par_065,backend_kernel,eligible,seq_020,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_041,par_065,backend_kernel,eligible,seq_041,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_043,par_065,backend_kernel,eligible,seq_043,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_044,par_065,backend_kernel,eligible,seq_044,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_048,par_065,backend_kernel,eligible,seq_048,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_050,par_065,backend_kernel,eligible,seq_050,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_056,par_065,backend_kernel,eligible,seq_056,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_057,par_065,backend_kernel,eligible,seq_057,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_058,par_065,backend_kernel,eligible,seq_058,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::seq_task::seq_060,par_065,backend_kernel,eligible,seq_060,seq_task,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_package::@vecells/api-contracts,par_065,backend_kernel,eligible,@vecells/api-contracts,shared_package,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_package::@vecells/domain-kernel,par_065,backend_kernel,eligible,@vecells/domain-kernel,shared_package,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_package::@vecells/event-contracts,par_065,backend_kernel,eligible,@vecells/event-contracts,shared_package,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_package::@vecells/observability,par_065,backend_kernel,eligible,@vecells/observability,shared_package,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_package::@vecells/release-controls,par_065,backend_kernel,eligible,@vecells/release-controls,shared_package,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::adapter-contract-profile,par_065,backend_kernel,eligible,schema::adapter-contract-profile,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::canonical-event-envelope,par_065,backend_kernel,eligible,schema::canonical-event-envelope,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::command-settlement-record,par_065,backend_kernel,eligible,schema::command-settlement-record,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::dependency-degradation-profile,par_065,backend_kernel,eligible,schema::dependency-degradation-profile,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::recovery-control-posture,par_065,backend_kernel,eligible,schema::recovery-control-posture,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::schema::schema::route-intent-binding,par_065,backend_kernel,eligible,schema::route-intent-binding,schema,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,par_065,backend_kernel,eligible,SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,par_065,backend_kernel,eligible,SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_EVENT_ENVELOPE_REGISTRY,par_065,backend_kernel,eligible,SEAM_061_EVENT_ENVELOPE_REGISTRY,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,par_065,backend_kernel,eligible,SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,par_065,backend_kernel,eligible,SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_065::shared_seam::SEAM_061_RECOVERY_AND_READINESS_TUPLES,par_065,backend_kernel,eligible,SEAM_061_RECOVERY_AND_READINESS_TUPLES,shared_seam,published,Owns the shared query/mutation/live-channel registry and therefore anchors several conditional sibling tracks.
par_066::seq_task::seq_005,par_066,backend_kernel,eligible,seq_005,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_007,par_066,backend_kernel,eligible,seq_007,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_020,par_066,backend_kernel,eligible,seq_020,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_041,par_066,backend_kernel,eligible,seq_041,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_043,par_066,backend_kernel,eligible,seq_043,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_044,par_066,backend_kernel,eligible,seq_044,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_048,par_066,backend_kernel,eligible,seq_048,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_056,par_066,backend_kernel,eligible,seq_056,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_057,par_066,backend_kernel,eligible,seq_057,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::seq_task::seq_060,par_066,backend_kernel,eligible,seq_060,seq_task,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_package::@vecells/api-contracts,par_066,backend_kernel,eligible,@vecells/api-contracts,shared_package,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_package::@vecells/domain-kernel,par_066,backend_kernel,eligible,@vecells/domain-kernel,shared_package,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_package::@vecells/event-contracts,par_066,backend_kernel,eligible,@vecells/event-contracts,shared_package,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_package::@vecells/observability,par_066,backend_kernel,eligible,@vecells/observability,shared_package,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_package::@vecells/release-controls,par_066,backend_kernel,eligible,@vecells/release-controls,shared_package,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::adapter-contract-profile,par_066,backend_kernel,eligible,schema::adapter-contract-profile,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::canonical-event-envelope,par_066,backend_kernel,eligible,schema::canonical-event-envelope,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::command-settlement-record,par_066,backend_kernel,eligible,schema::command-settlement-record,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::dependency-degradation-profile,par_066,backend_kernel,eligible,schema::dependency-degradation-profile,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::recovery-control-posture,par_066,backend_kernel,eligible,schema::recovery-control-posture,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::schema::schema::route-intent-binding,par_066,backend_kernel,eligible,schema::route-intent-binding,schema,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,par_066,backend_kernel,eligible,SEAM_061_ADAPTER_AND_DEGRADATION_PROFILES,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,par_066,backend_kernel,eligible,SEAM_061_DOMAIN_PUBLIC_ENTRYPOINTS,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_EVENT_ENVELOPE_REGISTRY,par_066,backend_kernel,eligible,SEAM_061_EVENT_ENVELOPE_REGISTRY,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,par_066,backend_kernel,eligible,SEAM_061_MUTATION_AND_SETTLEMENT_SCHEMAS,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,par_066,backend_kernel,eligible,SEAM_061_PACKAGE_BOUNDARY_OWNERSHIP,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_066::shared_seam::SEAM_061_RECOVERY_AND_READINESS_TUPLES,par_066,backend_kernel,eligible,SEAM_061_RECOVERY_AND_READINESS_TUPLES,shared_seam,published,Promotion exactly-once behavior depends on the intake barrier and lineage invariants already frozen upstream.
par_067::seq_task::seq_020,par_067,backend_kernel,eligible,seq_020,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_041,par_067,backend_kernel,eligible,seq_041,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_043,par_067,backend_kernel,eligible,seq_043,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_044,par_067,backend_kernel,eligible,seq_044,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_048,par_067,backend_kernel,eligible,seq_048,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_053,par_067,backend_kernel,eligible,seq_053,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_056,par_067,backend_kernel,eligible,seq_056,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_057,par_067,backend_kernel,eligible,seq_057,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::seq_task::seq_060,par_067,backend_kernel,eligible,seq_060,seq_task,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::shared_package::@vecells/api-contracts,par_067,backend_kernel,eligible,@vecells/api-contracts,shared_package,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::shared_package::@vecells/domain-kernel,par_067,backend_kernel,eligible,@vecells/domain-kernel,shared_package,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::shared_package::@vecells/event-contracts,par_067,backend_kernel,eligible,@vecells/event-contracts,shared_package,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::shared_package::@vecells/observability,par_067,backend_kernel,eligible,@vecells/observability,shared_package,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::shared_package::@vecells/release-controls,par_067,backend_kernel,eligible,@vecells/release-controls,shared_package,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
par_067::schema::schema::adapter-contract-profile,par_067,backend_kernel,eligible,schema::adapter-contract-profile,schema,published,Replay and collision review must emit immutable audit-compatible evidence from the start.
