route_scope_requirement_id,route_family_id,route_family,gateway_surface_id,audience_surface_ref,audience,shell_type,route_group,scope_mode,tenant_isolation_mode,acting_scope_profile_id,acting_scope_tuple_requirement,governance_scope_token_requirement,purpose_of_use_ref,audience_visibility_coverage_ref,minimum_necessary_contract_ref,required_runtime_binding_refs,runtime_browser_authority_binding_refs,required_trust_refs,route_intent_binding_required,governing_object_version_required,sample_acting_scope_tuple_ref,scope_tuple_hash,affected_tenant_count,affected_organisation_count,blast_radius_class,drift_state,same_shell_freeze_posture,writable_scope_rule,audience_surface_refs,source_refs,rationale
RSR_054_GWS_PATIENT_EMBEDDED_SHELL_RF_PATIENT_EMBEDDED_CHANNEL,rf_patient_embedded_channel,Patient embedded channel parity,gws_patient_embedded_shell,surf_patient_embedded_shell,patient_embedded_authenticated,patient,patient,tenant,tenant_scoped_subject_embedded,ACT_PATIENT_EMBEDDED,not_required,not_required,purpose://authenticated_self_service,AVC_054_PATIENT_EMBEDDED_V1,MNC_054_PATIENT_EMBEDDED_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,RBA_054_PATIENT_TRANSACTION_RECOVERY_V1,,conditional,yes,,,1,1,single_subject,handoff_only,handoff_only_or_read_only,browser_authority_tuple_only,audsurf_patient_transaction_recovery,"patient-portal-experience-architecture-blueprint.md#Control priorities; phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/patient-portal-experience-architecture-blueprint.md#Control priorities; blueprint/forensic-audit-findings.md#Finding 90; data/analysis/tenant_isolation_matrix.csv#TIM_PATIENT_EMBEDDED; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_PATIENT_EMBEDDED; prompt/054.md",Embedded patient routes preserve subject scope and degrade through channel-specific recovery instead of widening authority.
RSR_054_GWS_PATIENT_SECURE_LINK_RECOVERY_RF_PATIENT_SECURE_LINK_RECOVERY,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),gws_patient_secure_link_recovery,surf_patient_secure_link_recovery,patient_grant_scoped,patient,patient,tenant,tenant_scoped_lineage_grant,ACT_PATIENT_GRANT_RECOVERY,not_required,not_required,purpose://secure_link_recovery,AVC_054_PATIENT_GRANT_RECOVERY_V1,MNC_054_PATIENT_GRANT_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,RBA_054_PATIENT_TRANSACTION_RECOVERY_V1,,conditional,yes,,,1,1,single_subject,recovery_only,recovery_only,browser_authority_tuple_only,audsurf_patient_transaction_recovery,"patient-account-and-communications-blueprint.md#Patient audience coverage contract; phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-0-the-foundation-protocol.md#5.4 Claim, secure-link, and embedded access algorithm; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_GRANT_SCOPED_RECOVERY; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_PATIENT_GRANT_RECOVERY; prompt/054.md",Secure-link recovery is narrower than a normal patient shell and cannot widen to staff scope.
RSR_054_GWS_PATIENT_INTAKE_WEB_RF_INTAKE_SELF_SERVICE,rf_intake_self_service,Intake / self-service form (derived),gws_patient_intake_web,surf_patient_intake_web,patient_public,patient,patient,tenant,shared_public_pre_tenant,ACT_PATIENT_PUBLIC_INTAKE,not_required,not_required,purpose://public_status,AVC_054_PATIENT_PUBLIC_ENTRY_V1,MNC_054_PATIENT_PUBLIC_ENTRY_V1,ASRB_050_PATIENT_PUBLIC_ENTRY_V1,RBA_054_PATIENT_PUBLIC_ENTRY_V1,,conditional,yes,,,0,0,pending_subject,placeholder_only,placeholder_or_safe_receipt,browser_authority_tuple_only,audsurf_patient_public_entry,blueprint-init.md#2. Core product surfaces; phase-0-the-foundation-protocol.md#12.1 Mandatory audience tiers; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/blueprint-init.md#2. Core product surfaces; blueprint/forensic-audit-findings.md#Finding 97; data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; prompt/054.md,Public intake remains pre-tenant and may not acquire staff authority semantics.
RSR_054_GWS_PATIENT_INTAKE_PHONE_RF_INTAKE_TELEPHONY_CAPTURE,rf_intake_telephony_capture,Intake / telephony capture (derived),gws_patient_intake_phone,surf_patient_intake_phone,patient_public,patient,patient,tenant,shared_public_pre_tenant,ACT_PATIENT_PUBLIC_INTAKE,not_required,not_required,purpose://public_status,AVC_054_PATIENT_PUBLIC_ENTRY_V1,MNC_054_PATIENT_PUBLIC_ENTRY_V1,ASRB_050_PATIENT_PUBLIC_ENTRY_V1,RBA_054_PATIENT_PUBLIC_ENTRY_V1,,conditional,conditional,,,0,0,pending_subject,placeholder_only,placeholder_or_safe_receipt,browser_authority_tuple_only,audsurf_patient_public_entry,blueprint-init.md#2. Core product surfaces; phase-0-the-foundation-protocol.md#0.2 Continuity key and shell law; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/blueprint-init.md#2. Core product surfaces; docs/architecture/11_gateway_surface_and_runtime_topology_baseline.md#Gateway Surface Matrix; data/analysis/tenant_isolation_matrix.csv#TIM_PUBLIC_PRE_IDENTITY; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; prompt/054.md,Public intake remains pre-tenant and may not acquire staff authority semantics.
RSR_054_GWS_PHARMACY_CONSOLE_RF_PHARMACY_CONSOLE,rf_pharmacy_console,"/workspace/pharmacy, /workspace/pharmacy/:pharmacyCaseId, /validate, /inventory, /resolve, /handoff, /assurance",gws_pharmacy_console,surf_pharmacy_console,servicing_site,pharmacy,pharmacy,organisation,servicing_site_partition,ACT_PHARMACY_SERVICING,required,not_required,purpose://operational_care_delivery,AVC_054_PHARMACY_SERVICING_V1,MNC_054_PHARMACY_SERVICING_V1,ASRB_050_PHARMACY_CONSOLE_V1,RBA_054_PHARMACY_CONSOLE_V1,asr_runtime_topology_tuple; RTFV_PROD_PHARMACY_LIVE_V1,yes,yes,AST_054_PHARMACY_SERVICING_V1,1758717a0359e5bc,1,1,single_tenant,read_only,read_only_or_blocked,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_pharmacy_console,pharmacy-console-frontend-architecture.md#Mission frame; pharmacy-console-frontend-architecture.md#The recommended route family is; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/pharmacy-console-frontend-architecture.md#Mission frame; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_PHARMACY_SERVICING; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_PHARMACY_SERVICING; prompt/054.md,Servicing-site work keeps provider and dispatch scope separate from general staff routing.
RSR_054_GWS_ASSISTIVE_SIDECAR_RF_ASSISTIVE_CONTROL_SHELL,rf_assistive_control_shell,"Assistive evaluation, replay, monitoring, and release-control surfaces (derived)",gws_assistive_sidecar,surf_assistive_sidecar,assistive_adjunct,staff,assistive,organisation,inherited_scope_no_standalone_tenant_widening,ACT_ASSISTIVE_ADJUNCT,inherited_owner,not_required,purpose://adjunct_assistance,AVC_054_ASSISTIVE_ADJUNCT_V1,MNC_054_ASSISTIVE_ADJUNCT_V1,ASRB_050_CLINICAL_WORKSPACE_V1,RBA_054_CLINICAL_WORKSPACE_V1,,yes,yes,AST_054_CLINICAL_WORKSPACE_V1,73cad8ba0da50364,1,1,owner_scope,owner_scope_freeze,freeze_with_owner_shell,browser_authority_tuple_only,audsurf_clinical_workspace,phase-8-the-assistive-layer.md#Control priorities; phase-0-the-foundation-protocol.md#1.1 PersistentShell; staff-workspace-interface-architecture.md#Assistive companion presentation profile; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-8-the-assistive-layer.md#Control priorities; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_ASSISTIVE_ADJUNCT; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_ASSISTIVE_ADJUNCT; prompt/054.md,Assistive surfaces inherit the owner shell tuple and may never mint a shadow scope.
RSR_054_GWS_ASSISTIVE_SIDECAR_RF_STAFF_WORKSPACE_CHILD,rf_staff_workspace_child,"/workspace/task/:taskId/more-info, /workspace/task/:taskId/decision, /workspace/approvals, /workspace/escalations, /workspace/changed, /workspace/search",gws_assistive_sidecar,surf_assistive_sidecar,assistive_adjunct,staff,assistive,organisation,inherited_scope_no_standalone_tenant_widening,ACT_ASSISTIVE_ADJUNCT,inherited_owner,not_required,purpose://adjunct_assistance,AVC_054_ASSISTIVE_ADJUNCT_V1,MNC_054_ASSISTIVE_ADJUNCT_V1,ASRB_050_CLINICAL_WORKSPACE_V1,RBA_054_CLINICAL_WORKSPACE_V1,,yes,yes,AST_054_CLINICAL_WORKSPACE_V1,73cad8ba0da50364,1,1,owner_scope,owner_scope_freeze,freeze_with_owner_shell,browser_authority_tuple_only,audsurf_clinical_workspace,staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Additional route rules; phase-8-the-assistive-layer.md#Control priorities; staff-workspace-interface-architecture.md#Assistive companion presentation profile; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-8-the-assistive-layer.md#Control priorities; blueprint/forensic-audit-findings.md#Finding 91; data/analysis/tenant_isolation_matrix.csv#TIM_ASSISTIVE_ADJUNCT; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_ASSISTIVE_ADJUNCT; prompt/054.md,Assistive surfaces inherit the owner shell tuple and may never mint a shadow scope.
RSR_054_GWS_CLINICIAN_WORKSPACE_RF_STAFF_WORKSPACE,rf_staff_workspace,"/workspace, /workspace/queue/:queueKey, /workspace/task/:taskId",gws_clinician_workspace,surf_clinician_workspace,origin_practice_clinical,staff,clinical,organisation,tenant_org_partition,ACT_STAFF_SINGLE_ORG,required,not_required,purpose://operational_care_delivery,AVC_054_STAFF_SINGLE_ORG_V1,MNC_054_STAFF_SINGLE_ORG_V1,ASRB_050_CLINICAL_WORKSPACE_V1,RBA_054_CLINICAL_WORKSPACE_V1,asr_runtime_topology_tuple; RTFV_PROD_WORKSPACE_LIVE_V1,yes,yes,AST_054_CLINICAL_WORKSPACE_V1,73cad8ba0da50364,1,1,single_tenant,stale_recoverable,stale_recoverable_or_denied_scope,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_clinical_workspace,staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit; staff-operations-and-support-blueprint.md#Clinical Workspace specialization; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-workspace-interface-architecture.md#Route family; blueprint/forensic-audit-findings.md#Finding 92; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_STAFF_SINGLE_ORG; blueprint/phase-0-the-foundation-protocol.md#23A; prompt/054.md,Clinical and practice operations work must bind one current tuple and freeze on any scope drift.
RSR_054_GWS_CLINICIAN_WORKSPACE_CHILD_RF_STAFF_WORKSPACE_CHILD,rf_staff_workspace_child,"/workspace/task/:taskId/more-info, /workspace/task/:taskId/decision, /workspace/approvals, /workspace/escalations, /workspace/changed, /workspace/search",gws_clinician_workspace_child,surf_clinician_workspace_child,origin_practice_clinical,staff,clinical,organisation,tenant_org_partition,ACT_STAFF_SINGLE_ORG,required,not_required,purpose://operational_care_delivery,AVC_054_STAFF_SINGLE_ORG_V1,MNC_054_STAFF_SINGLE_ORG_V1,ASRB_050_CLINICAL_WORKSPACE_V1,RBA_054_CLINICAL_WORKSPACE_V1,asr_runtime_topology_tuple; RTFV_PROD_WORKSPACE_LIVE_V1,yes,yes,AST_054_CLINICAL_WORKSPACE_V1,73cad8ba0da50364,1,1,single_tenant,stale_recoverable,stale_recoverable_or_denied_scope,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_clinical_workspace,staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Additional route rules; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-workspace-interface-architecture.md#Additional route rules; blueprint/forensic-audit-findings.md#Finding 92; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_STAFF_SINGLE_ORG; blueprint/phase-0-the-foundation-protocol.md#23A; prompt/054.md,Clinical and practice operations work must bind one current tuple and freeze on any scope drift.
RSR_054_GWS_PRACTICE_OPS_WORKSPACE_RF_STAFF_WORKSPACE,rf_staff_workspace,"/workspace, /workspace/queue/:queueKey, /workspace/task/:taskId",gws_practice_ops_workspace,surf_practice_ops_workspace,origin_practice_operations,staff,practice_ops,organisation,tenant_org_partition,ACT_STAFF_SINGLE_ORG,required,not_required,purpose://operational_care_delivery,AVC_054_STAFF_SINGLE_ORG_V1,MNC_054_STAFF_SINGLE_ORG_V1,ASRB_050_CLINICAL_WORKSPACE_V1,RBA_054_CLINICAL_WORKSPACE_V1,asr_runtime_topology_tuple; RTFV_PROD_WORKSPACE_LIVE_V1,yes,yes,AST_054_PRACTICE_OPS_V1,d471653722e56084,1,1,single_tenant,stale_recoverable,stale_recoverable_or_denied_scope,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_clinical_workspace,staff-workspace-interface-architecture.md#Route family; staff-workspace-interface-architecture.md#Workspace shell-family ownership is explicit; staff-operations-and-support-blueprint.md#Staff audience coverage contract; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Staff audience coverage contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_TENANT_STAFF_SINGLE_ORG; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_STAFF_SINGLE_ORG; blueprint/phase-0-the-foundation-protocol.md#23A; prompt/054.md,Clinical and practice operations work must bind one current tuple and freeze on any scope drift.
RSR_054_GWS_SUPPORT_REPLAY_OBSERVE_RF_SUPPORT_REPLAY_OBSERVE,rf_support_replay_observe,/ops/support/replay/:supportReplaySessionId and /ops/support/tickets/:supportTicketId/observe/:supportObserveSessionId,gws_support_replay_observe,surf_support_replay_observe,support,support,support,tenant,explicit_support_investigation_scope,ACT_SUPPORT_REPLAY_RESTORE,required,not_required,purpose://support_recovery,AVC_054_SUPPORT_REPLAY_V1,MNC_054_SUPPORT_REPLAY_V1,ASRB_050_SUPPORT_WORKSPACE_V1,RBA_054_SUPPORT_WORKSPACE_V1,AEGS_053_CURRENT; AGCV_053_CURRENT; asr_restore_readiness,yes,yes,AST_054_SUPPORT_REPLAY_V1,e57a5baa9652c937,1,1,single_tenant,masked_read_only,masked_replay_visible_but_restore_frozen,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_support_workspace,"staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; blueprint/forensic-audit-findings.md#Finding 100 - Support replay and observe return still had no authoritative restore gate; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_INVESTIGATION; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_SUPPORT_REPLAY_RESTORE; blueprint/phase-9-the-assurance-ledger.md#9C. Audit explorer, break-glass review, and support replay; prompt/054.md","Support replay binds one selected anchor, evidence envelope, and tuple; restore freezes immediately on drift."
RSR_054_GWS_SUPPORT_ASSISTED_CAPTURE_RF_SUPPORT_TICKET_WORKSPACE,rf_support_ticket_workspace,"/ops/support, /ops/support/inbox/:viewKey, /ops/support/tickets/:supportTicketId, /conversation, /history, /knowledge, /actions/:actionKey, /handoff/:supportOwnershipTransferId",gws_support_assisted_capture,surf_support_assisted_capture,support,support,support,tenant,explicit_support_delegate_scope,ACT_SUPPORT_ASSISTED_CAPTURE,required,not_required,purpose://support_assisted_capture,AVC_054_SUPPORT_ASSISTED_CAPTURE_V1,MNC_054_SUPPORT_ASSISTED_CAPTURE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,RBA_054_SUPPORT_WORKSPACE_V1,asr_runtime_topology_tuple; RTFV_PROD_SUPPORT_LIVE_V1,yes,yes,AST_054_SUPPORT_ASSISTED_CAPTURE_V1,256b580719add154,1,1,single_tenant,capture_recovery_only,capture_recovery_same_shell,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_support_workspace,staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; blueprint-init.md#2. Core product surfaces; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Support route contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_DELEGATE; docs/architecture/11_tenant_model_and_acting_scope_strategy.md; data/analysis/acting_scope_tuple_matrix.csv#ACT_SUPPORT_ASSISTED_CAPTURE; prompt/054.md,Support-assisted capture can help inside a ticket scope but may not inherit replay or governance authority.
RSR_054_GWS_SUPPORT_TICKET_WORKSPACE_RF_SUPPORT_TICKET_WORKSPACE,rf_support_ticket_workspace,"/ops/support, /ops/support/inbox/:viewKey, /ops/support/tickets/:supportTicketId, /conversation, /history, /knowledge, /actions/:actionKey, /handoff/:supportOwnershipTransferId",gws_support_ticket_workspace,surf_support_ticket_workspace,support,support,support,tenant,explicit_support_delegate_scope,ACT_SUPPORT_TICKET_WORKSPACE,required,not_required,purpose://support_workflow,AVC_054_SUPPORT_WORKSPACE_V1,MNC_054_SUPPORT_WORKSPACE_V1,ASRB_050_SUPPORT_WORKSPACE_V1,RBA_054_SUPPORT_WORKSPACE_V1,asr_runtime_topology_tuple; asr_restore_readiness; RTFV_PROD_SUPPORT_LIVE_V1,yes,yes,AST_054_SUPPORT_WORKSPACE_V1,5aaca3f4a7c67c3e,1,1,single_tenant,read_only_same_shell,read_only_same_shell_until_revalidated,one_current_tuple_across_visibility_runtime_route_intent_and_object_version,audsurf_support_workspace,staff-operations-and-support-blueprint.md#Support route contract; phase-0-the-foundation-protocol.md#6.5 Support and replay algorithm; platform-runtime-and-release-blueprint.md#GatewayBffSurface; blueprint/staff-operations-and-support-blueprint.md#Support route contract; blueprint/forensic-audit-findings.md#Finding 114; data/analysis/tenant_isolation_matrix.csv#TIM_SUPPORT_DELEGATE; prompt/054.md; blueprint/staff-operations-and-support-blueprint.md; blueprint/phase-0-the-foundation-protocol.md#44D,Support action work remains tuple-bound even when operating against a single ticket and tenant.
