capability_family_id,evidence_kind,artifact_ref,task_ref,proof_basis,status,notes
patient_linkage_optional_pds_seam,implementation,data/analysis/178_link_decision_examples.json,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Patient linkage, append-only binding decisions, optional PDS enrichment, and contact-truth separation preserve local authority and do not turn enrichment into hidden truth."
patient_linkage_optional_pds_seam,implementation,data/analysis/179_binding_version_transition_matrix.csv,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Patient linkage, append-only binding decisions, optional PDS enrichment, and contact-truth separation preserve local authority and do not turn enrichment into hidden truth."
patient_linkage_optional_pds_seam,implementation,data/analysis/183_pds_enrichment_decision_matrix.csv,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Patient linkage, append-only binding decisions, optional PDS enrichment, and contact-truth separation preserve local authority and do not turn enrichment into hidden truth."
patient_linkage_optional_pds_seam,implementation,data/test/207_pds_mode_cases.csv,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Patient linkage, append-only binding decisions, optional PDS enrichment, and contact-truth separation preserve local authority and do not turn enrichment into hidden truth."
patient_linkage_optional_pds_seam,automated_proof,services/command-api/tests/patient-linker.integration.test.js,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Patient linkage and optional PDS seam"
patient_linkage_optional_pds_seam,automated_proof,services/command-api/tests/identity-binding-authority.integration.test.js,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Patient linkage and optional PDS seam"
patient_linkage_optional_pds_seam,automated_proof,services/command-api/tests/pds-enrichment.integration.test.js,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Patient linkage and optional PDS seam"
patient_linkage_optional_pds_seam,automated_proof,tools/test/validate_phase2_enrichment_and_resafety_suite.py,seq_172;par_178;par_179;par_183;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Patient linkage and optional PDS seam"
patient_linkage_optional_pds_seam,suite_binding,prompt/207.md,seq_207,mock_now,approved,Mandatory suite or owning prompt binding.
authenticated_request_ownership_and_portal_access,implementation,data/analysis/181_claim_replay_and_supersession_cases.json,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Authenticated request ownership, request claim, stale grant recovery, identity hold, and portal projection access rules keep patient-visible continuity in the same shell."
authenticated_request_ownership_and_portal_access,implementation,data/analysis/184_request_identity_state_matrix.csv,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Authenticated request ownership, request claim, stale grant recovery, identity hold, and portal projection access rules keep patient-visible continuity in the same shell."
authenticated_request_ownership_and_portal_access,implementation,data/analysis/185_portal_projection_matrix.csv,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Authenticated request ownership, request claim, stale grant recovery, identity hold, and portal projection access rules keep patient-visible continuity in the same shell."
authenticated_request_ownership_and_portal_access,implementation,data/analysis/197_access_posture_and_reason_code_matrix.csv,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Authenticated request ownership, request claim, stale grant recovery, identity hold, and portal projection access rules keep patient-visible continuity in the same shell."
authenticated_request_ownership_and_portal_access,automated_proof,services/command-api/tests/access-grant-supersession.integration.test.js,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Automated validator, service test, or Playwright proof for Authenticated request ownership and portal access"
authenticated_request_ownership_and_portal_access,automated_proof,services/command-api/tests/signed-in-request-ownership.integration.test.js,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Automated validator, service test, or Playwright proof for Authenticated request ownership and portal access"
authenticated_request_ownership_and_portal_access,automated_proof,services/command-api/tests/authenticated-portal-projections.integration.test.js,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Automated validator, service test, or Playwright proof for Authenticated request ownership and portal access"
authenticated_request_ownership_and_portal_access,automated_proof,tools/analysis/validate_authenticated_portal_projections.py,par_181;par_184;par_185;par_195;par_196;par_197,mixed,approved,"Automated validator, service test, or Playwright proof for Authenticated request ownership and portal access"
authenticated_request_ownership_and_portal_access,suite_binding,prompt/204.md,seq_204,mixed,approved,Mandatory suite or owning prompt binding.
authenticated_request_ownership_and_portal_access,suite_binding,prompt/206.md,seq_206,mixed,approved,Mandatory suite or owning prompt binding.
telephony_edge_call_session_state_machine,implementation,data/analysis/173_call_state_transition_matrix.csv,seq_173;par_187;par_188;seq_205,mock_now,approved,"Signed webhook ingestion, out-of-order and duplicate handling, IVR menu capture, terminal state rules, and no-early-promotion laws pass the telephony integrity suite."
telephony_edge_call_session_state_machine,implementation,data/analysis/187_webhook_idempotency_and_disorder_cases.json,seq_173;par_187;par_188;seq_205,mock_now,approved,"Signed webhook ingestion, out-of-order and duplicate handling, IVR menu capture, terminal state rules, and no-early-promotion laws pass the telephony integrity suite."
telephony_edge_call_session_state_machine,implementation,data/analysis/188_call_session_transition_matrix.csv,seq_173;par_187;par_188;seq_205,mock_now,approved,"Signed webhook ingestion, out-of-order and duplicate handling, IVR menu capture, terminal state rules, and no-early-promotion laws pass the telephony integrity suite."
telephony_edge_call_session_state_machine,implementation,data/test/205_webhook_event_cases.csv,seq_173;par_187;par_188;seq_205,mock_now,approved,"Signed webhook ingestion, out-of-order and duplicate handling, IVR menu capture, terminal state rules, and no-early-promotion laws pass the telephony integrity suite."
telephony_edge_call_session_state_machine,automated_proof,services/command-api/tests/telephony-edge-ingestion.integration.test.js,seq_173;par_187;par_188;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Telephony edge and call-session state machine"
telephony_edge_call_session_state_machine,automated_proof,services/command-api/tests/telephony-call-session-state-machine.integration.test.js,seq_173;par_187;par_188;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Telephony edge and call-session state machine"
telephony_edge_call_session_state_machine,automated_proof,tools/test/validate_phase2_telephony_integrity_suite.py,seq_173;par_187;par_188;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Telephony edge and call-session state machine"
telephony_edge_call_session_state_machine,automated_proof,tests/playwright/205_telephony_integrity_lab.spec.ts,seq_173;par_187;par_188;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Telephony edge and call-session state machine"
telephony_edge_call_session_state_machine,suite_binding,prompt/205.md,seq_205,mock_now,approved,Mandatory suite or owning prompt binding.
caller_verification_recording_custody_readiness,implementation,data/analysis/189_verification_threshold_matrix.csv,par_189;par_190;par_191;seq_205,mock_now,approved,"Caller verification, captured identifier handling, recording fetch, quarantine, transcript readiness, and evidence-readiness assessments are proven without optimistic promotion."
caller_verification_recording_custody_readiness,implementation,data/analysis/190_audio_format_and_scan_policy.json,par_189;par_190;par_191;seq_205,mock_now,approved,"Caller verification, captured identifier handling, recording fetch, quarantine, transcript readiness, and evidence-readiness assessments are proven without optimistic promotion."
caller_verification_recording_custody_readiness,implementation,data/analysis/191_evidence_readiness_transition_matrix.csv,par_189;par_190;par_191;seq_205,mock_now,approved,"Caller verification, captured identifier handling, recording fetch, quarantine, transcript readiness, and evidence-readiness assessments are proven without optimistic promotion."
caller_verification_recording_custody_readiness,implementation,data/test/205_audio_integrity_cases.csv,par_189;par_190;par_191;seq_205,mock_now,approved,"Caller verification, captured identifier handling, recording fetch, quarantine, transcript readiness, and evidence-readiness assessments are proven without optimistic promotion."
caller_verification_recording_custody_readiness,automated_proof,services/command-api/tests/telephony-verification-pipeline.integration.test.js,par_189;par_190;par_191;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Caller verification, recording custody, and readiness"
caller_verification_recording_custody_readiness,automated_proof,services/command-api/tests/telephony-recording-ingest-pipeline.integration.test.js,par_189;par_190;par_191;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Caller verification, recording custody, and readiness"
caller_verification_recording_custody_readiness,automated_proof,services/command-api/tests/telephony-readiness-pipeline.integration.test.js,par_189;par_190;par_191;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Caller verification, recording custody, and readiness"
caller_verification_recording_custody_readiness,automated_proof,tools/test/validate_phase2_telephony_integrity_suite.py,par_189;par_190;par_191;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Caller verification, recording custody, and readiness"
caller_verification_recording_custody_readiness,suite_binding,prompt/205.md,seq_205,mock_now,approved,Mandatory suite or owning prompt binding.
continuation_grants_and_supersession,implementation,data/analysis/181_grant_family_transition_matrix.csv,par_181;par_192;par_198;seq_205,mock_now,approved,"Seeded and challenge continuation grants are issued only through AccessGrantService, are bounded by one scope envelope, and redeem exactly once with supersession on replacement."
continuation_grants_and_supersession,implementation,data/analysis/192_continuation_eligibility_to_grant_matrix.csv,par_181;par_192;par_198;seq_205,mock_now,approved,"Seeded and challenge continuation grants are issued only through AccessGrantService, are bounded by one scope envelope, and redeem exactly once with supersession on replacement."
continuation_grants_and_supersession,implementation,data/analysis/198_continuation_entry_and_recovery_matrix.csv,par_181;par_192;par_198;seq_205,mock_now,approved,"Seeded and challenge continuation grants are issued only through AccessGrantService, are bounded by one scope envelope, and redeem exactly once with supersession on replacement."
continuation_grants_and_supersession,implementation,data/test/205_continuation_grant_cases.csv,par_181;par_192;par_198;seq_205,mock_now,approved,"Seeded and challenge continuation grants are issued only through AccessGrantService, are bounded by one scope envelope, and redeem exactly once with supersession on replacement."
continuation_grants_and_supersession,automated_proof,services/command-api/tests/telephony-continuation-grants.integration.test.js,par_181;par_192;par_198;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Continuation grants and supersession"
continuation_grants_and_supersession,automated_proof,services/command-api/tests/access-grant-supersession.integration.test.js,par_181;par_192;par_198;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Continuation grants and supersession"
continuation_grants_and_supersession,automated_proof,tools/test/validate_phase2_telephony_integrity_suite.py,par_181;par_192;par_198;seq_205,mock_now,approved,"Automated validator, service test, or Playwright proof for Continuation grants and supersession"
continuation_grants_and_supersession,suite_binding,prompt/205.md,seq_205,mock_now,approved,Mandatory suite or owning prompt binding.
continuation_grants_and_supersession,suite_binding,prompt/206.md,seq_206,mock_now,approved,Mandatory suite or owning prompt binding.
one_pipeline_convergence,implementation,data/analysis/193_channel_convergence_matrix.csv,par_193;par_201;seq_206,mock_now,approved,"Web, authenticated, secure-link, telephony, and continuation facts normalize through one canonical intake path and one status model when facts are equivalent."
one_pipeline_convergence,implementation,data/analysis/201_channel_parity_matrix.csv,par_193;par_201;seq_206,mock_now,approved,"Web, authenticated, secure-link, telephony, and continuation facts normalize through one canonical intake path and one status model when facts are equivalent."
one_pipeline_convergence,implementation,data/test/206_web_phone_parity_cases.csv,par_193;par_201;seq_206,mock_now,approved,"Web, authenticated, secure-link, telephony, and continuation facts normalize through one canonical intake path and one status model when facts are equivalent."
one_pipeline_convergence,automated_proof,services/command-api/tests/telephony-convergence-pipeline.integration.test.js,par_193;par_201;seq_206,mock_now,approved,"Automated validator, service test, or Playwright proof for One-pipeline convergence"
one_pipeline_convergence,automated_proof,tools/test/validate_phase2_parity_and_repair_suite.py,par_193;par_201;seq_206,mock_now,approved,"Automated validator, service test, or Playwright proof for One-pipeline convergence"
one_pipeline_convergence,automated_proof,tests/playwright/206_parity_repair_lab.spec.ts,par_193;par_201;seq_206,mock_now,approved,"Automated validator, service test, or Playwright proof for One-pipeline convergence"
one_pipeline_convergence,suite_binding,prompt/206.md,seq_206,mock_now,approved,Mandatory suite or owning prompt binding.
duplicate_followup_and_resafety_handling,implementation,data/analysis/194_followup_duplicate_cases.json,par_194;seq_206;seq_207,mock_now,approved,"Exact replay, semantic replay, same-request attachments, materially new phone evidence, late closed-case evidence, and identity-hold evidence all re-enter duplicate or safety logic correctly."
duplicate_followup_and_resafety_handling,implementation,data/analysis/194_material_delta_trigger_matrix.csv,par_194;seq_206;seq_207,mock_now,approved,"Exact replay, semantic replay, same-request attachments, materially new phone evidence, late closed-case evidence, and identity-hold evidence all re-enter duplicate or safety logic correctly."
duplicate_followup_and_resafety_handling,implementation,data/test/207_followup_duplicate_cases.csv,par_194;seq_206;seq_207,mock_now,approved,"Exact replay, semantic replay, same-request attachments, materially new phone evidence, late closed-case evidence, and identity-hold evidence all re-enter duplicate or safety logic correctly."
duplicate_followup_and_resafety_handling,implementation,data/test/207_expected_enrichment_and_resafety_chains.json,par_194;seq_206;seq_207,mock_now,approved,"Exact replay, semantic replay, same-request attachments, materially new phone evidence, late closed-case evidence, and identity-hold evidence all re-enter duplicate or safety logic correctly."
duplicate_followup_and_resafety_handling,automated_proof,services/command-api/tests/phone-followup-resafety.integration.test.js,par_194;seq_206;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Duplicate follow-up and re-safety handling"
duplicate_followup_and_resafety_handling,automated_proof,tools/analysis/validate_phone_followup_resafety.py,par_194;seq_206;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Duplicate follow-up and re-safety handling"
duplicate_followup_and_resafety_handling,automated_proof,tools/test/validate_phase2_enrichment_and_resafety_suite.py,par_194;seq_206;seq_207,mock_now,approved,"Automated validator, service test, or Playwright proof for Duplicate follow-up and re-safety handling"
duplicate_followup_and_resafety_handling,suite_binding,prompt/206.md,seq_206,mock_now,approved,Mandatory suite or owning prompt binding.
duplicate_followup_and_resafety_handling,suite_binding,prompt/207.md,seq_207,mock_now,approved,Mandatory suite or owning prompt binding.
audit_and_masking,implementation,data/analysis/177_redaction_and_masking_cases.json,par_177;par_186;seq_204;seq_207,mixed,approved,"Identity, contact, telephony, continuation, PDS, and repair events are audit-bound with raw identity values masked or referenced, not emitted as bus payload truth."
audit_and_masking,implementation,data/analysis/186_identity_event_catalogue.csv,par_177;par_186;seq_204;seq_207,mixed,approved,"Identity, contact, telephony, continuation, PDS, and repair events are audit-bound with raw identity values masked or referenced, not emitted as bus payload truth."
audit_and_masking,implementation,data/analysis/186_masking_and_disclosure_cases.json,par_177;par_186;seq_204;seq_207,mixed,approved,"Identity, contact, telephony, continuation, PDS, and repair events are audit-bound with raw identity values masked or referenced, not emitted as bus payload truth."
audit_and_masking,implementation,data/test/207_expected_enrichment_and_resafety_chains.json,par_177;par_186;seq_204;seq_207,mixed,approved,"Identity, contact, telephony, continuation, PDS, and repair events are audit-bound with raw identity values masked or referenced, not emitted as bus payload truth."
audit_and_masking,automated_proof,services/command-api/tests/identity-audit-and-masking.integration.test.js,par_177;par_186;seq_204;seq_207,mixed,approved,"Automated validator, service test, or Playwright proof for Audit and masking"
audit_and_masking,automated_proof,tools/analysis/validate_identity_audit_and_masking.py,par_177;par_186;seq_204;seq_207,mixed,approved,"Automated validator, service test, or Playwright proof for Audit and masking"
audit_and_masking,automated_proof,tools/test/validate_phase2_auth_session_suite.py,par_177;par_186;seq_204;seq_207,mixed,approved,"Automated validator, service test, or Playwright proof for Audit and masking"
audit_and_masking,suite_binding,prompt/204.md,seq_204,mixed,approved,Mandatory suite or owning prompt binding.
audit_and_masking,suite_binding,prompt/207.md,seq_207,mixed,approved,Mandatory suite or owning prompt binding.
browser_facing_patient_experiences,implementation,data/analysis/195_auth_recovery_state_matrix.csv,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Sign-in callback recovery, authenticated home, request claim, SMS continuation, signed-in start, contact truth, cross-channel receipt, and test labs keep same-shell continuity and accessible browser proof."
browser_facing_patient_experiences,implementation,data/analysis/196_home_spotlight_and_request_tracker_matrix.csv,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Sign-in callback recovery, authenticated home, request claim, SMS continuation, signed-in start, contact truth, cross-channel receipt, and test labs keep same-shell continuity and accessible browser proof."
browser_facing_patient_experiences,implementation,data/analysis/198_mobile_step_restore_and_replay_cases.json,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Sign-in callback recovery, authenticated home, request claim, SMS continuation, signed-in start, contact truth, cross-channel receipt, and test labs keep same-shell continuity and accessible browser proof."
browser_facing_patient_experiences,implementation,data/analysis/200_contact_source_editability_and_repair_matrix.csv,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Sign-in callback recovery, authenticated home, request claim, SMS continuation, signed-in start, contact truth, cross-channel receipt, and test labs keep same-shell continuity and accessible browser proof."
browser_facing_patient_experiences,automated_proof,tools/analysis/validate_195_auth_frontend_contracts.py,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Automated validator, service test, or Playwright proof for Browser-facing patient experiences"
browser_facing_patient_experiences,automated_proof,tools/analysis/validate_authenticated_home_and_status_tracker.py,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Automated validator, service test, or Playwright proof for Browser-facing patient experiences"
browser_facing_patient_experiences,automated_proof,tools/analysis/validate_mobile_sms_continuation_flow.py,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Automated validator, service test, or Playwright proof for Browser-facing patient experiences"
browser_facing_patient_experiences,automated_proof,tools/analysis/validate_cross_channel_receipt_and_status_parity.py,par_195;par_196;par_197;par_198;par_199;par_200;par_201,mock_now,approved,"Automated validator, service test, or Playwright proof for Browser-facing patient experiences"
browser_facing_patient_experiences,suite_binding,prompt/204.md,seq_204,mock_now,approved,Mandatory suite or owning prompt binding.
browser_facing_patient_experiences,suite_binding,prompt/206.md,seq_206,mock_now,approved,Mandatory suite or owning prompt binding.
browser_facing_patient_experiences,suite_binding,prompt/207.md,seq_207,mock_now,approved,Mandatory suite or owning prompt binding.
provider_configuration_discipline,implementation,data/analysis/202_redirect_uri_matrix.csv,seq_202;seq_203,mixed,go_with_constraints,"NHS login redirects, test users, signal-provider webhook settings, and live mutation gates are documented and dry-run bounded, but credentialled provider proof is not claimed."
provider_configuration_discipline,implementation,data/analysis/202_test_user_matrix.csv,seq_202;seq_203,mixed,go_with_constraints,"NHS login redirects, test users, signal-provider webhook settings, and live mutation gates are documented and dry-run bounded, but credentialled provider proof is not claimed."
provider_configuration_discipline,implementation,data/analysis/203_webhook_endpoint_matrix.csv,seq_202;seq_203,mixed,go_with_constraints,"NHS login redirects, test users, signal-provider webhook settings, and live mutation gates are documented and dry-run bounded, but credentialled provider proof is not claimed."
provider_configuration_discipline,implementation,data/analysis/203_live_gate_and_rollback_checklist.json,seq_202;seq_203,mixed,go_with_constraints,"NHS login redirects, test users, signal-provider webhook settings, and live mutation gates are documented and dry-run bounded, but credentialled provider proof is not claimed."
provider_configuration_discipline,automated_proof,tools/analysis/validate_nhs_login_client_config.py,seq_202;seq_203,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Provider-configuration discipline"
provider_configuration_discipline,automated_proof,tools/analysis/validate_signal_provider_manifest.py,seq_202;seq_203,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Provider-configuration discipline"
provider_configuration_discipline,suite_binding,prompt/204.md,seq_204,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
provider_configuration_discipline,suite_binding,prompt/205.md,seq_205,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
hardening_and_regression_evidence,implementation,data/test/204_suite_results.json,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Regression suites 204-207 pass with machine-readable evidence and browser labs. Production clinical-safety, DSPT, live rollback, and operational signoff remain carry-forward constraints."
hardening_and_regression_evidence,implementation,data/test/205_suite_results.json,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Regression suites 204-207 pass with machine-readable evidence and browser labs. Production clinical-safety, DSPT, live rollback, and operational signoff remain carry-forward constraints."
hardening_and_regression_evidence,implementation,data/test/206_suite_results.json,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Regression suites 204-207 pass with machine-readable evidence and browser labs. Production clinical-safety, DSPT, live rollback, and operational signoff remain carry-forward constraints."
hardening_and_regression_evidence,implementation,data/test/207_suite_results.json,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Regression suites 204-207 pass with machine-readable evidence and browser labs. Production clinical-safety, DSPT, live rollback, and operational signoff remain carry-forward constraints."
hardening_and_regression_evidence,automated_proof,tools/test/validate_phase2_auth_session_suite.py,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Hardening and regression evidence"
hardening_and_regression_evidence,automated_proof,tools/test/validate_phase2_telephony_integrity_suite.py,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Hardening and regression evidence"
hardening_and_regression_evidence,automated_proof,tools/test/validate_phase2_parity_and_repair_suite.py,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Hardening and regression evidence"
hardening_and_regression_evidence,automated_proof,tools/test/validate_phase2_enrichment_and_resafety_suite.py,seq_204;seq_205;seq_206;seq_207,mixed,go_with_constraints,"Automated validator, service test, or Playwright proof for Hardening and regression evidence"
hardening_and_regression_evidence,suite_binding,prompt/204.md,seq_204,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
hardening_and_regression_evidence,suite_binding,prompt/205.md,seq_205,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
hardening_and_regression_evidence,suite_binding,prompt/206.md,seq_206,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
hardening_and_regression_evidence,suite_binding,prompt/207.md,seq_207,mixed,go_with_constraints,Mandatory suite or owning prompt binding.
