surface_authority_verdict_id,audience_surface_runtime_binding_id,inventory_surface_ref,audience_surface,route_family_ref,shell_type,binding_state,calm_truth_state,writable_truth_state,disposition_kind,disposition_ref,disposition_label
ASV_130_SURF_PATIENT_HOME_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_home,audsurf_patient_authenticated_portal,rf_patient_home,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_MESSAGES_READ_ONLY,Patient Messages Read Only
ASV_130_SURF_PATIENT_HOME_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_home,audsurf_patient_authenticated_portal,rf_patient_home,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_RECORD_SUMMARY_ONLY,Patient Record Summary Only
ASV_130_SURF_PATIENT_HOME_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_home,audsurf_patient_authenticated_portal,rf_patient_home,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_READ_ONLY,Patient Request Read Only
ASV_130_SURF_PATIENT_HOME_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_home,audsurf_patient_authenticated_portal,rf_patient_home,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_RECOVERY_ONLY,Patient Request Recovery Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,freeze,RFD_050_PATIENT_AUTHENTICATED_PORTAL_V1,050 Patient Authenticated Portal V1
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_ARTIFACT_HANDOFF_REQUIRED,Artifact Handoff Required
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_BOOKING_CONFIRMATION_PLACEHOLDER,Booking Confirmation Placeholder
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_CONVERSATION_RECOVERY_ONLY,Conversation Recovery Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_APPOINTMENT_READ_ONLY,Patient Appointment Read Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_HOME_PLACEHOLDER,Patient Home Placeholder
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_HOME_READ_ONLY,Patient Home Read Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_MESSAGES_READ_ONLY,Patient Messages Read Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_RECORD_SUMMARY_ONLY,Patient Record Summary Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_READ_ONLY,Patient Request Read Only
ASV_130_SURF_PATIENT_MESSAGES_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_messages,audsurf_patient_authenticated_portal,rf_patient_messages,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_RECOVERY_ONLY,Patient Request Recovery Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,freeze,RFD_050_PATIENT_AUTHENTICATED_PORTAL_V1,050 Patient Authenticated Portal V1
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_ARTIFACT_HANDOFF_REQUIRED,Artifact Handoff Required
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_BOOKING_CONFIRMATION_PLACEHOLDER,Booking Confirmation Placeholder
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_CONVERSATION_RECOVERY_ONLY,Conversation Recovery Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_APPOINTMENT_READ_ONLY,Patient Appointment Read Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_HOME_PLACEHOLDER,Patient Home Placeholder
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_HOME_READ_ONLY,Patient Home Read Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_MESSAGES_READ_ONLY,Patient Messages Read Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_RECORD_SUMMARY_ONLY,Patient Record Summary Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_READ_ONLY,Patient Request Read Only
ASV_130_SURF_PATIENT_REQUESTS_V1,ASRB_050_PATIENT_AUTHENTICATED_PORTAL_V1,surf_patient_requests,audsurf_patient_authenticated_portal,rf_patient_requests,patient,partial,suppressed,blocked,recovery,RRD_PATIENT_REQUEST_RECOVERY_ONLY,Patient Request Recovery Only
ASV_130_SURF_PATIENT_SECURE_LINK_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,surf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,rf_patient_secure_link_recovery,patient,blocked,suppressed,blocked,freeze,RFD_050_PATIENT_TRANSACTION_RECOVERY_V1,050 Patient Transaction Recovery V1
ASV_130_SURF_PATIENT_SECURE_LINK_RECOVERY_V1,ASRB_050_PATIENT_TRANSACTION_RECOVERY_V1,surf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,rf_patient_secure_link_recovery,patient,blocked,suppressed,blocked,recovery,RRD_EMBEDDED_HANDOFF_ONLY,Embedded Handoff Only
