redirect_id,environment_profile_id,client_id,route_binding_id,route_family_id,route_family,callback_uri,route_intent_key,session_ceiling,overflow_strategy,official_limit_state,notes,source_refs
redir_026,env_actual_production,mc_patient_portal,rb_patient_home,rf_patient_home,Home,https://patient.vecells.example/auth/callback/home,patient.home.entry,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Home remains projection-only after auth until local capability law admits wider actions.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_027,env_actual_production,mc_patient_portal,rb_patient_requests,rf_patient_requests,Requests,https://patient.vecells.example/auth/callback/requests,patient.requests.detail,auth_read_only_or_writable_after_local_capability,opaque_state_fanout_when_more_than_10,within_current_limit,"Reply, claim, and recovery actions remain route-bound after local session establishment.",official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_028,env_actual_production,mc_patient_portal,rb_patient_appointments,rf_patient_appointments,Appointments,https://patient.vecells.example/auth/callback/appointments,patient.appointments.manage,writable_if_local_capability_allows,opaque_state_fanout_when_more_than_10,within_current_limit,"Booking truth, waitlist, and manage posture require high verification before local capability can widen.",official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_029,env_actual_production,mc_patient_portal,rb_patient_health_record,rf_patient_health_record,Health record,https://patient.vecells.example/auth/callback/health-record,patient.record.entry,auth_read_only_or_writable_after_local_capability,opaque_state_fanout_when_more_than_10,within_current_limit,"Sensitive-record access needs high verification, but the local shell still controls artifact visibility and actionability.",official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_030,env_actual_production,mc_patient_portal,rb_patient_messages,rf_patient_messages,Messages,https://patient.vecells.example/auth/callback/messages,patient.messages.thread,auth_read_only_or_writable_after_local_capability,opaque_state_fanout_when_more_than_10,within_current_limit,Messaging reply and callback repair stay bound to reachability and current thread tuples after auth.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_031,env_local_mock,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),http://127.0.0.1:4174/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_032,env_local_mock,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),http://127.0.0.1:4174/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_033,env_local_mock,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,http://127.0.0.1:4174/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_034,env_sandpit_like,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),https://sandpit-like.vecells.local/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_035,env_sandpit_like,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),https://sandpit-like.vecells.local/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_036,env_sandpit_like,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,https://sandpit-like.vecells.local/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_037,env_integration_like,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),https://integration-like.vecells.local/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_038,env_integration_like,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),https://integration-like.vecells.local/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_039,env_integration_like,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,https://integration-like.vecells.local/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_040,env_actual_sandpit,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),https://sandpit.patient.vecells.example/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_041,env_actual_sandpit,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),https://sandpit.patient.vecells.example/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_042,env_actual_sandpit,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,https://sandpit.patient.vecells.example/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_043,env_actual_integration,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),https://integration.patient.vecells.example/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_044,env_actual_integration,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),https://integration.patient.vecells.example/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_045,env_actual_integration,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,https://integration.patient.vecells.example/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_046,env_actual_production,mc_recovery_bridge,rb_patient_intake_upgrade,rf_intake_self_service,Intake / self-service form (derived),https://patient.vecells.example/auth/callback/intake,patient.intake.upgrade,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Auth success may only upgrade the public intake shell into an authenticated or claim-pending posture; it never grants clinical writability by itself.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_047,env_actual_production,mc_recovery_bridge,rb_secure_link_recovery,rf_patient_secure_link_recovery,Secure-link recovery and claim resume (derived),https://patient.vecells.example/auth/callback/recovery,patient.recovery.resume,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Keeps grant-scoped recovery narrow and bound to the current route intent and subject lineage.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_048,env_actual_production,mc_recovery_bridge,rb_patient_settings_link,rf_patient_home,Home,https://patient.vecells.example/auth/callback/settings-link,patient.settings.return,auth_read_only,opaque_state_fanout_when_more_than_10,within_current_limit,Settings-link simulations never imply broader record access; they only prove safe return handling.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_049,env_local_mock,mc_im1_pairing,rb_gp_im1_pairing,rf_patient_home,Home,http://127.0.0.1:4174/auth/callback/gp-pairing,patient.gp.im1.pairing,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Explicitly gated behind IM1 enablement and never available as a one-off retrieval shortcut.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_050,env_integration_like,mc_im1_pairing,rb_gp_im1_pairing,rf_patient_home,Home,https://integration-like.vecells.local/auth/callback/gp-pairing,patient.gp.im1.pairing,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Explicitly gated behind IM1 enablement and never available as a one-off retrieval shortcut.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_051,env_actual_integration,mc_im1_pairing,rb_gp_im1_pairing,rf_patient_home,Home,https://integration.patient.vecells.example/auth/callback/gp-pairing,patient.gp.im1.pairing,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Explicitly gated behind IM1 enablement and never available as a one-off retrieval shortcut.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_052,env_actual_production,mc_im1_pairing,rb_gp_im1_pairing,rf_patient_home,Home,https://patient.vecells.example/auth/callback/gp-pairing,patient.gp.im1.pairing,claim_pending_or_step_up,opaque_state_fanout_when_more_than_10,within_current_limit,Explicitly gated behind IM1 enablement and never available as a one-off retrieval shortcut.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_053,env_local_mock,mc_embedded_future,rb_embedded_channel_future,rf_patient_embedded_channel,Patient embedded channel parity,http://127.0.0.1:4174/auth/callback/embedded,patient.embedded.return,deferred_channel_only,opaque_state_fanout_when_more_than_10,within_current_limit,Future-only route binding kept in the pack so Phase 7 cannot silently widen current callback posture.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
redir_054,env_integration_like,mc_embedded_future,rb_embedded_channel_future,rf_patient_embedded_channel,Patient embedded channel parity,https://integration-like.vecells.local/auth/callback/embedded,patient.embedded.return,deferred_channel_only,opaque_state_fanout_when_more_than_10,within_current_limit,Future-only route binding kept in the pack so Phase 7 cannot silently widen current callback posture.,official_multiple_redirect_uris; blueprint/phase-0-the-foundation-protocol.md; blueprint/platform-runtime-and-release-blueprint.md
