evidence_id,sandbox_id,provider_capability_matrix_ref,environment_id,capability_claim_ref,claim_kind,claim_value,claim_outcome,evidence_status,confidence_level,observation_method,selection_audience,requested_action_scope,capability_tuple_hash,observed_at,stale_after,evidence_artifact_ref,gap_artifact_ref
evidence_sandbox_304_optum_im1_supported_test_async_commit_confirmation_posture,sandbox_304_optum_im1_supported_test,PCM_279_OPTUM_IM1_PATIENT_V1,supported_test_candidate,async_commit_confirmation_posture,confirmation_posture,false,unsupported,review_required,provisional,document_observed,patient,view_booking_summary,8ec886f5ed88507bfdc1570ede2cdb8362294dc4fe02b4362dab673300c38983,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_optum_im1_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_OPTUM_IM1.json
evidence_sandbox_304_optum_im1_supported_test_gp_linkage_requirement,sandbox_304_optum_im1_supported_test,PCM_279_OPTUM_IM1_PATIENT_V1,supported_test_candidate,gp_linkage_requirement,prerequisite,true,required,review_required,provisional,document_observed,patient,search_slots,fa0cd214ad7576586dbd6f0114d132c9940d17d9526cdea569daef74e5e40b8c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_optum_im1_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_OPTUM_IM1.json
evidence_sandbox_304_optum_im1_supported_test_local_component_requirement,sandbox_304_optum_im1_supported_test,PCM_279_OPTUM_IM1_PATIENT_V1,supported_test_candidate,local_component_requirement,prerequisite,false,not_required,review_required,provisional,document_observed,staff,launch_local_component,4771186721e8c91fa682ed716825e92991de8f357bff9b9f279ded5ae65b8be0,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_optum_im1_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_OPTUM_IM1.json
evidence_sandbox_304_optum_im1_supported_test_callback_support_posture,sandbox_304_optum_im1_supported_test,PCM_279_OPTUM_IM1_PATIENT_V1,supported_test_candidate,callback_support_posture,callback_support,authoritative_read_after_write,authoritative_read_after_write,review_required,provisional,document_observed,staff,view_booking_summary,5ac7dd2efbd661ac68dce697bc9a87a2e5ab61368fcb530b5397d71ebbe9025f,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_optum_im1_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_OPTUM_IM1.json
evidence_sandbox_304_optum_im1_supported_test_manage_support_posture,sandbox_304_optum_im1_supported_test,PCM_279_OPTUM_IM1_PATIENT_V1,supported_test_candidate,manage_support_posture,manage_posture,full,full,review_required,provisional,document_observed,staff,view_booking_summary,5ac7dd2efbd661ac68dce697bc9a87a2e5ab61368fcb530b5397d71ebbe9025f,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_optum_im1_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_OPTUM_IM1.json
evidence_sandbox_304_tpp_im1_patient_supported_test_search_slots_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,search_slots_support,action_support,true,supported,review_required,provisional,document_observed,patient,search_slots,57818be67c169748235bd174f09cbbdd8646980adffdb9f498b227649d073f5c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_book_slot_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,book_slot_support,action_support,true,supported,review_required,provisional,document_observed,patient,book_slot,c3a1bf5236613e2d00ee952f18916a84eab5644f0fc2744b2a2e9530179f803c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_cancel_appointment_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,cancel_appointment_support,action_support,true,supported,review_required,provisional,document_observed,patient,cancel_appointment,fbf7ca1bbbb1a8723ad687c854ba09527f73985ac44dc514ba5d40e6e44069c4,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_reschedule_appointment_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,reschedule_appointment_support,action_support,true,supported,review_required,provisional,document_observed,patient,reschedule_appointment,8c3fbc1d350c849c093350425c1f1250cd7e1631cbb3b1af9425e76b90837d95,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_view_appointment_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,view_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,view_appointment,9fc0fa5032ecb7fda4687a429ae322b27acf8c3584bb2fd13f8c90948bcef693,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_manage_appointment_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,manage_appointment_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,view_booking_summary,e513e060a4fa7379475e5ef5e22ac6402d8187ed703457a4504c777f8b0c6a72,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_request_staff_assist_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,request_staff_assist_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,request_staff_assist,a85065f14f0077ff2410dab525e2e06c600a52799816c88b90a580a2598d885e,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_launch_local_component_support,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,launch_local_component_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,launch_local_component,273cc0708dabb30f76ba1da1c1cad0a15a0fe267243209666b5f4d6726ff0f3a,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_patient_self_service_posture,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,patient_self_service_posture,audience_posture,true,supported,review_required,provisional,document_observed,patient,search_slots,57818be67c169748235bd174f09cbbdd8646980adffdb9f498b227649d073f5c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_staff_assisted_posture,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,staff_assisted_posture,audience_posture,false,unsupported,review_required,provisional,document_observed,staff,request_staff_assist,a85065f14f0077ff2410dab525e2e06c600a52799816c88b90a580a2598d885e,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_async_commit_confirmation_posture,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,async_commit_confirmation_posture,confirmation_posture,false,unsupported,review_required,provisional,document_observed,patient,view_booking_summary,dd4e8b32cf69907f8d7aca4b76c38bd23cf9112f4625d97022e50b78c6b2368b,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_gp_linkage_requirement,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,gp_linkage_requirement,prerequisite,true,required,review_required,provisional,document_observed,patient,search_slots,57818be67c169748235bd174f09cbbdd8646980adffdb9f498b227649d073f5c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_local_component_requirement,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,local_component_requirement,prerequisite,false,not_required,review_required,provisional,document_observed,staff,launch_local_component,273cc0708dabb30f76ba1da1c1cad0a15a0fe267243209666b5f4d6726ff0f3a,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_callback_support_posture,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,callback_support_posture,callback_support,authoritative_read_after_write,authoritative_read_after_write,review_required,provisional,document_observed,staff,view_booking_summary,e513e060a4fa7379475e5ef5e22ac6402d8187ed703457a4504c777f8b0c6a72,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_patient_supported_test_manage_support_posture,sandbox_304_tpp_im1_patient_supported_test,PCM_279_TPP_IM1_PATIENT_V1,supported_test_candidate,manage_support_posture,manage_posture,full,full,review_required,provisional,document_observed,staff,view_booking_summary,e513e060a4fa7379475e5ef5e22ac6402d8187ed703457a4504c777f8b0c6a72,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_patient_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_PATIENT.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_search_slots_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,search_slots_support,action_support,true,supported,review_required,provisional,document_observed,staff,search_slots,15dae127062b1afd08d186ecadfecc5679af51d0e272cc6225a21e02b09b98d2,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_book_slot_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,book_slot_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,book_slot,8c9725919c8ed1c909cd612e76ee4349dc324d443c1c9edc903fc8eb102ead5c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_cancel_appointment_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,cancel_appointment_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,cancel_appointment,1f03924bedb20779cf75e7ee6bce8e4d99c5793b3fc9ebf55858e3532be22bdc,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_reschedule_appointment_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,reschedule_appointment_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,reschedule_appointment,01c6fdce6e1ccf35a730f51ddc48cbb1b49ad1fbef5991f5d67095516b510930,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_view_appointment_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,view_appointment_support,action_support,true,supported,review_required,provisional,document_observed,staff,view_appointment,0dfa9345511d907f2fa97d206a3140aeb282aabb893bb80e9a18b4bee518dd6c,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_manage_appointment_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,manage_appointment_support,action_support,false,unsupported,review_required,provisional,document_observed,staff,view_booking_summary,2778a1c8aef496a130abae6502fce1710fc8603936af3e991fba62ccb4dda734,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_request_staff_assist_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,request_staff_assist_support,action_support,true,supported,review_required,provisional,document_observed,staff,request_staff_assist,fe0e19745351bef54cb64a6818f0a7c2bc864a5565e43e372a5ae7b2ed9b8952,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_launch_local_component_support,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,launch_local_component_support,action_support,true,supported,review_required,provisional,document_observed,staff,launch_local_component,61dea95b2365b433123d11b8647668c535996d7f52c39c31ca5d92a01cc08adf,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_patient_self_service_posture,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,patient_self_service_posture,audience_posture,false,unsupported,review_required,provisional,document_observed,patient,search_slots,afd5c942048391c731e58139a2d8b39b434d65e72519bb50b52359d2d6379b9d,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_staff_assisted_posture,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,staff_assisted_posture,audience_posture,true,supported,review_required,provisional,document_observed,staff,request_staff_assist,fe0e19745351bef54cb64a6818f0a7c2bc864a5565e43e372a5ae7b2ed9b8952,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_async_commit_confirmation_posture,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,async_commit_confirmation_posture,confirmation_posture,false,unsupported,review_required,provisional,document_observed,staff,view_booking_summary,2778a1c8aef496a130abae6502fce1710fc8603936af3e991fba62ccb4dda734,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_gp_linkage_requirement,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,gp_linkage_requirement,prerequisite,false,not_required,review_required,provisional,document_observed,staff,search_slots,15dae127062b1afd08d186ecadfecc5679af51d0e272cc6225a21e02b09b98d2,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_local_component_requirement,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,local_component_requirement,prerequisite,true,required,review_required,provisional,document_observed,staff,launch_local_component,61dea95b2365b433123d11b8647668c535996d7f52c39c31ca5d92a01cc08adf,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
evidence_sandbox_304_tpp_im1_transaction_supported_test_callback_support_posture,sandbox_304_tpp_im1_transaction_supported_test,PCM_279_TPP_IM1_TRANSACTION_V1,supported_test_candidate,callback_support_posture,callback_support,supplier_callback,supplier_callback,review_required,provisional,document_observed,staff,view_booking_summary,2778a1c8aef496a130abae6502fce1710fc8603936af3e991fba62ccb4dda734,2026-04-20T10:15:00.000Z,2026-05-04T10:15:00.000Z,.artifacts/provider-evidence/305/observations/sandbox_304_tpp_im1_transaction_supported_test.json,data/analysis/PHASE4_INTERFACE_GAP_PROVIDER_CAPABILITY_EVIDENCE_TPP_IM1_TRANSACTION.json
